name	support	dist	leaves	sample1_sum	sample1_min	sample1_max	sample1_mean	sample1_variance	sample2_sum	sample2_min	sample2_max	sample2_mean	sample2_variance	sample3_sum	sample3_min	sample3_max	sample3_mean	sample3_variance	sample4_sum	sample4_min	sample4_max	sample4_mean	sample4_variance	sample5_sum	sample5_min	sample5_max	sample5_mean	sample5_variance	random_type_counter	taxid	sci_name	common_name	lineage	rank	named_lineage	nleaves	sample1	sample2	sample3	sample4	sample5	random_type
GB_GCA_011363825.1	1.0	1.0																												GB_GCA_011363825.1	GB_GCA_011363825.1		1;2;79;549;1776;1777;3772;5916;5917	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__JGI-0000106-J15;s__JGI-0000106-J15 sp011363825;GB_GCA_011363825.1		0.61	0.4	0.37	0.92	0.32	high
GB_GCA_003660635.1	1.0	1.0																												GB_GCA_003660635.1	GB_GCA_003660635.1		1;2;79;549;1776;1777;5562;5563;5564	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__EX4484-121;s__EX4484-121 sp003660635;GB_GCA_003660635.1		0.74	0.08	0.91	0.47	0.69	medium
GB_GCA_002255105.1	1.0	1.0																												GB_GCA_002255105.1	GB_GCA_002255105.1		1;2;79;549;1776;1777;5562;6012;6013	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__EX4484-121;s__EX4484-121 sp002255105;GB_GCA_002255105.1		0.69	0.97	0.15	0.35	0.6	high
GB_GCA_011373025.1	1.0	1.0																												GB_GCA_011373025.1	GB_GCA_011373025.1		1;2;79;549;1776;2136;2137;2138;2139	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__AWOC01;s__AWOC01 sp000494185;GB_GCA_011373025.1		0.13	0.58	0.93	0.93	0.53	low
GB_GCA_000402965.1	1.0	1.0																												GB_GCA_000402965.1	GB_GCA_000402965.1		1;2;79;549;1776;2136;2137;2138;2140	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__AWOC01;s__AWOC01 sp000494185;GB_GCA_000402965.1		0.65	0.88	0.12	0.17	0.59	medium
GB_GCA_000494185.1	1.0	1.0																												GB_GCA_000494185.1	GB_GCA_000494185.1		1;2;79;549;1776;2136;2137;2138;2141	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__AWOC01;s__AWOC01 sp000494185;GB_GCA_000494185.1		0.32	0.64	0.85	0.2	0.84	medium
GB_GCA_000494145.1	1.0	1.0																												GB_GCA_000494145.1	GB_GCA_000494145.1		1;2;79;549;1776;2136;3115;3116;3117	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__JGI-OTU-1;s__JGI-OTU-1 sp000494145;GB_GCA_000494145.1		0.38	0.32	0.35	0.86	0.37	low
GB_GCA_000405905.1	1.0	1.0																												GB_GCA_000405905.1	GB_GCA_000405905.1		1;2;79;549;1776;2136;3115;3116;3118	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__JGI-OTU-1;s__JGI-OTU-1 sp000494145;GB_GCA_000405905.1		0.82	0.68	0.87	0.55	0.76	low
GB_GCA_011364265.1	1.0	1.0																												GB_GCA_011364265.1	GB_GCA_011364265.1		1;2;79;549;1776;2136;3115;3626;3627	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__JGI-OTU-1;s__JGI-OTU-1 sp011364265;GB_GCA_011364265.1		0.86	0.85	0.66	0.65	0.7	low
GB_GCA_011369755.1	1.0	1.0																												GB_GCA_011369755.1	GB_GCA_011369755.1		1;2;79;549;1776;2136;3115;3626;3628	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__JGI-OTU-1;s__JGI-OTU-1 sp011364265;GB_GCA_011369755.1		0.92	0.99	0.64	0.15	0.68	medium
GB_GCA_011362255.1	1.0	1.0																												GB_GCA_011362255.1	GB_GCA_011362255.1		1;2;79;549;1776;2136;4387;4388;4389	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__DTDI01;s__DTDI01 sp011362255;GB_GCA_011362255.1		0.97	0.72	0.63	0.0	0.95	high
GB_GCA_011334935.1	1.0	1.0																												GB_GCA_011334935.1	GB_GCA_011334935.1		1;2;79;549;1776;2136;4387;7840;7841	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__DTDI01;s__DTDI01 sp011334935;GB_GCA_011334935.1		0.47	0.9	0.97	0.0	0.28	high
GB_GCA_009889515.1	1.0	1.0																												GB_GCA_009889515.1	GB_GCA_009889515.1		1;2;79;549;1776;2136;4638;4639;4640	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__HRBIN02;s__HRBIN02 sp009889515;GB_GCA_009889515.1		0.02	0.9	0.8	0.62	0.42	medium
GB_GCA_011373505.1	1.0	1.0																												GB_GCA_011373505.1	GB_GCA_011373505.1		1;2;79;549;1776;2136;4638;4964;4965	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__HRBIN02;s__HRBIN02 sp011373505;GB_GCA_011373505.1		0.32	0.58	0.55	0.79	0.58	low
GB_GCA_002898395.1	1.0	1.0																												GB_GCA_002898395.1	GB_GCA_002898395.1		1;2;79;549;1776;2136;4638;7369;7370	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__HRBIN02;s__HRBIN02 sp002898395;GB_GCA_002898395.1		0.04	0.29	0.48	0.33	0.22	medium
GB_GCA_011373385.1	1.0	1.0																												GB_GCA_011373385.1	GB_GCA_011373385.1		1;2;79;549;1776;2136;4638;7814;7815	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__HRBIN02;s__HRBIN02 sp011373385;GB_GCA_011373385.1		0.58	0.12	0.29	0.25	0.39	medium
GB_GCA_011373365.1	1.0	1.0																												GB_GCA_011373365.1	GB_GCA_011373365.1		1;2;79;549;1776;2205;2206;2207;2208	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__Caldarchaeaceae;g__Caldarchaeum;s__Caldarchaeum subterraneum_B;GB_GCA_011373365.1		0.78	0.69	0.33	0.86	0.44	medium
GB_GCA_011364605.1	1.0	1.0																												GB_GCA_011364605.1	GB_GCA_011364605.1		1;2;79;549;1776;2205;2206;2207;2209	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__Caldarchaeaceae;g__Caldarchaeum;s__Caldarchaeum subterraneum_B;GB_GCA_011364605.1		0.05	0.38	0.64	0.66	0.76	medium
GB_GCA_011364015.1	1.0	1.0																												GB_GCA_011364015.1	GB_GCA_011364015.1		1;2;79;549;1776;2205;2206;2207;2210	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__Caldarchaeaceae;g__Caldarchaeum;s__Caldarchaeum subterraneum_B;GB_GCA_011364015.1		0.2	0.35	0.52	0.87	0.63	low
GB_GCA_011373645.1	1.0	1.0																												GB_GCA_011373645.1	GB_GCA_011373645.1		1;2;79;549;1776;2205;2206;5307;5308	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__Caldarchaeaceae;g__Caldarchaeum;s__Caldarchaeum subterraneum_C;GB_GCA_011373645.1		0.97	0.89	0.69	0.37	0.2	low
GB_GCA_000270325.1	1.0	1.0																												GB_GCA_000270325.1	GB_GCA_000270325.1		1;2;79;549;1776;2205;2206;6970;6971	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__Caldarchaeaceae;g__Caldarchaeum;s__Caldarchaeum subterraneum_A;GB_GCA_000270325.1		0.47	0.99	0.55	0.51	0.56	high
GB_GCA_011373345.1	1.0	1.0																												GB_GCA_011373345.1	GB_GCA_011373345.1		1;2;79;549;1776;2205;2206;7520;7521	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__Caldarchaeaceae;g__Caldarchaeum;s__Caldarchaeum subterraneum_D;GB_GCA_011373345.1		0.73	0.83	0.7	0.49	0.25	medium
GB_GCA_002898355.1	1.0	1.0																												GB_GCA_002898355.1	GB_GCA_002898355.1		1;2;79;549;1776;2205;4796;4797;4798	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__Caldarchaeaceae;g__HRBIN01;s__HRBIN01 sp002898355;GB_GCA_002898355.1		0.01	0.72	0.99	0.38	0.84	medium
GB_GCA_011043415.1	1.0	1.0																												GB_GCA_011043415.1	GB_GCA_011043415.1		1;2;79;549;2646;2647;2648;2649;2650	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__B109-G9;s__B109-G9 sp003661505;GB_GCA_011043415.1		0.76	0.79	0.94	0.08	0.09	high
GB_GCA_003661505.1	1.0	1.0																												GB_GCA_003661505.1	GB_GCA_003661505.1		1;2;79;549;2646;2647;2648;2649;2651	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__B109-G9;s__B109-G9 sp003661505;GB_GCA_003661505.1		0.56	0.96	0.07	0.74	0.16	low
GB_GCA_003661525.1	1.0	1.0																												GB_GCA_003661525.1	GB_GCA_003661525.1		1;2;79;549;2646;2647;2648;5683;5684	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__B109-G9;s__B109-G9 sp003661525;GB_GCA_003661525.1		0.95	0.51	0.81	0.5	0.2	medium
GB_GCA_002011085.1	1.0	1.0																												GB_GCA_002011085.1	GB_GCA_002011085.1		1;2;79;549;2646;2647;6874;6875;6876	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__JDFR-14;s__JDFR-14 sp002011085;GB_GCA_002011085.1		0.13	0.51	0.44	0.57	0.09	medium
GB_GCA_002011075.1	1.0	1.0																												GB_GCA_002011075.1	GB_GCA_002011075.1		1;2;79;549;2646;2647;7192;7193;7194	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__JdFR-13;s__JdFR-13 sp002011075;GB_GCA_002011075.1		0.74	0.37	0.72	0.45	0.84	medium
GB_GCA_011054345.1	1.0	1.0																												GB_GCA_011054345.1	GB_GCA_011054345.1		1;2;79;549;3475;3476;3477;3478;3479	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__Conexivisphaeraceae;g__Conexivisphaera;s__Conexivisphaera sp011054345;GB_GCA_011054345.1		0.34	0.84	0.39	0.82	0.55	low
GB_GCA_009903775.1	1.0	1.0																												GB_GCA_009903775.1	GB_GCA_009903775.1		1;2;79;549;3475;3476;3477;3478;3480	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__Conexivisphaeraceae;g__Conexivisphaera;s__Conexivisphaera sp011054345;GB_GCA_009903775.1		0.73	0.82	0.66	0.1	0.45	high
RS_GCF_013340765.1	1.0	1.0																												RS_GCF_013340765.1	RS_GCF_013340765.1		1;2;79;549;3475;3476;3477;6311;6312	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__Conexivisphaeraceae;g__Conexivisphaera;s__Conexivisphaera calidus;RS_GCF_013340765.1		0.19	0.13	0.04	0.88	0.79	medium
GB_GCA_002506605.1	1.0	1.0																												GB_GCA_002506605.1	GB_GCA_002506605.1		1;2;79;549;3475;4698;4699;4700;4701	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__UBA164;g__UBA164;s__UBA164 sp002506605;GB_GCA_002506605.1		0.6	0.1	0.67	0.71	0.52	high
GB_GCA_002499005.1	1.0	1.0																												GB_GCA_002499005.1	GB_GCA_002499005.1		1;2;79;549;3475;4698;4699;6086;6087	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__UBA164;g__UBA164;s__UBA164 sp002499005;GB_GCA_002499005.1		0.75	0.1	0.16	0.74	0.66	low
GB_GCA_009903795.1	1.0	1.0																												GB_GCA_009903795.1	GB_GCA_009903795.1		1;2;79;549;3475;4698;4699;7209;7210	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__UBA164;g__UBA164;s__UBA164 sp009903795;GB_GCA_009903795.1		0.14	0.95	0.63	0.92	0.66	high
GB_GCA_011333845.1	1.0	1.0																												GB_GCA_011333845.1	GB_GCA_011333845.1		1;2;79;549;3475;4799;4800;4801;4802	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__DTJL01;g__DTJL01;s__DTJL01 sp011333845;GB_GCA_011333845.1		0.11	0.91	0.59	0.06	0.98	high
GB_GCA_014361085.1	1.0	1.0																												GB_GCA_014361085.1	GB_GCA_014361085.1		1;2;79;549;6671;6672;6673;6674;6675	subspecies	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__JACIWG01;f__JACIWG01;g__JACIWG01;s__JACIWG01 sp014361085;GB_GCA_014361085.1		0.14	0.48	0.87	0.84	0.49	high
GB_GCA_903893145.1	1.0	1.0																												GB_GCA_903893145.1	GB_GCA_903893145.1		1;2;79;1547;1548;1549;1550;1551;1552	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp903901015;GB_GCA_903893145.1		0.61	0.57	0.51	0.65	0.65	high
GB_GCA_903833115.1	1.0	1.0																												GB_GCA_903833115.1	GB_GCA_903833115.1		1;2;79;1547;1548;1549;1550;1551;1553	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp903901015;GB_GCA_903833115.1		0.8	0.16	0.59	0.84	0.3	high
GB_GCA_903901015.1	1.0	1.0																												GB_GCA_903901015.1	GB_GCA_903901015.1		1;2;79;1547;1548;1549;1550;1551;1554	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp903901015;GB_GCA_903901015.1		0.17	0.52	0.15	0.8	0.64	high
GB_GCA_903884205.1	1.0	1.0																												GB_GCA_903884205.1	GB_GCA_903884205.1		1;2;79;1547;1548;1549;1550;1551;1555	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp903901015;GB_GCA_903884205.1		0.84	0.03	0.55	0.05	0.02	medium
GB_GCA_903865415.1	1.0	1.0																												GB_GCA_903865415.1	GB_GCA_903865415.1		1;2;79;1547;1548;1549;1550;1551;1556	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp903901015;GB_GCA_903865415.1		0.19	0.75	0.56	0.26	0.57	high
GB_GCA_009786255.1	1.0	1.0																												GB_GCA_009786255.1	GB_GCA_009786255.1		1;2;79;1547;1548;1549;1550;2397;2398	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009787585;GB_GCA_009786255.1		0.68	0.1	0.08	0.1	0.11	medium
GB_GCA_009787585.1	1.0	1.0																												GB_GCA_009787585.1	GB_GCA_009787585.1		1;2;79;1547;1548;1549;1550;2397;2399	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009787585;GB_GCA_009787585.1		0.12	0.96	0.18	0.96	0.87	high
GB_GCA_009786585.1	1.0	1.0																												GB_GCA_009786585.1	GB_GCA_009786585.1		1;2;79;1547;1548;1549;1550;2397;2400	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009787585;GB_GCA_009786585.1		0.41	0.29	0.07	0.72	0.99	high
GB_GCA_009783705.1	1.0	1.0																												GB_GCA_009783705.1	GB_GCA_009783705.1		1;2;79;1547;1548;1549;1550;3089;3090	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009783705;GB_GCA_009783705.1		0.03	0.45	0.07	0.79	0.01	low
GB_GCA_009778815.1	1.0	1.0																												GB_GCA_009778815.1	GB_GCA_009778815.1		1;2;79;1547;1548;1549;1550;3089;3091	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009783705;GB_GCA_009778815.1		0.89	0.76	0.55	0.91	0.47	low
GB_GCA_003141855.1	1.0	1.0																												GB_GCA_003141855.1	GB_GCA_003141855.1		1;2;79;1547;1548;1549;1550;3178;3179	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003141855;GB_GCA_003141855.1		0.81	0.01	0.95	0.62	0.09	low
GB_GCA_003141295.1	1.0	1.0																												GB_GCA_003141295.1	GB_GCA_003141295.1		1;2;79;1547;1548;1549;1550;3178;3180	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003141855;GB_GCA_003141295.1		0.85	0.02	0.45	0.83	0.69	high
GB_GCA_009781675.1	1.0	1.0																												GB_GCA_009781675.1	GB_GCA_009781675.1		1;2;79;1547;1548;1549;1550;3245;3246	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009781675;GB_GCA_009781675.1		0.8	0.91	0.89	0.15	0.24	high
GB_GCA_009785285.1	1.0	1.0																												GB_GCA_009785285.1	GB_GCA_009785285.1		1;2;79;1547;1548;1549;1550;3245;3247	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009781675;GB_GCA_009785285.1		0.56	0.94	0.38	0.9	0.42	low
GB_GCA_009787255.1	1.0	1.0																												GB_GCA_009787255.1	GB_GCA_009787255.1		1;2;79;1547;1548;1549;1550;3508;3509	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009787175;GB_GCA_009787255.1		0.48	0.89	0.96	0.68	0.94	high
GB_GCA_009787175.1	1.0	1.0																												GB_GCA_009787175.1	GB_GCA_009787175.1		1;2;79;1547;1548;1549;1550;3508;3510	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009787175;GB_GCA_009787175.1		0.34	0.24	0.83	0.58	0.84	high
GB_GCA_009779045.1	1.0	1.0																												GB_GCA_009779045.1	GB_GCA_009779045.1		1;2;79;1547;1548;1549;1550;3997;3998	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009779045;GB_GCA_009779045.1		0.18	0.58	0.64	0.16	0.24	high
GB_GCA_009784175.1	1.0	1.0																												GB_GCA_009784175.1	GB_GCA_009784175.1		1;2;79;1547;1548;1549;1550;3997;3999	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009779045;GB_GCA_009784175.1		0.94	0.46	0.58	0.73	0.5	high
GB_GCA_012513715.1	1.0	1.0																												GB_GCA_012513715.1	GB_GCA_012513715.1		1;2;79;1547;1548;1549;1550;4171;4172	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp012513715;GB_GCA_012513715.1		0.88	0.54	0.7	0.12	0.63	high
GB_GCA_003151735.1	1.0	1.0																												GB_GCA_003151735.1	GB_GCA_003151735.1		1;2;79;1547;1548;1549;1550;4803;4804	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003151735;GB_GCA_003151735.1		0.87	0.19	0.46	0.42	0.06	medium
GB_GCA_012515445.1	1.0	1.0																												GB_GCA_012515445.1	GB_GCA_012515445.1		1;2;79;1547;1548;1549;1550;5095;5096	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp012515445;GB_GCA_012515445.1		0.9	0.57	0.09	0.62	0.55	high
GB_GCA_011367965.1	1.0	1.0																												GB_GCA_011367965.1	GB_GCA_011367965.1		1;2;79;1547;1548;1549;1550;5101;5102	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp011367965;GB_GCA_011367965.1		0.04	0.88	0.52	0.78	0.62	low
GB_GCA_009781395.1	1.0	1.0																												GB_GCA_009781395.1	GB_GCA_009781395.1		1;2;79;1547;1548;1549;1550;5152;5153	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009781395;GB_GCA_009781395.1		0.2	0.82	0.34	0.72	0.23	low
GB_GCA_003133625.1	1.0	1.0																												GB_GCA_003133625.1	GB_GCA_003133625.1		1;2;79;1547;1548;1549;1550;5467;5468	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003133625;GB_GCA_003133625.1		0.1	0.83	0.43	0.2	0.51	low
GB_GCA_003164295.1	1.0	1.0																												GB_GCA_003164295.1	GB_GCA_003164295.1		1;2;79;1547;1548;1549;1550;5893;5894	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003164295;GB_GCA_003164295.1		0.86	0.31	0.86	0.97	0.95	high
GB_GCA_003165195.1	1.0	1.0																												GB_GCA_003165195.1	GB_GCA_003165195.1		1;2;79;1547;1548;1549;1550;5950;5951	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003165195;GB_GCA_003165195.1		0.99	0.12	0.19	0.01	0.42	high
GB_GCA_012511995.1	1.0	1.0																												GB_GCA_012511995.1	GB_GCA_012511995.1		1;2;79;1547;1548;1549;1550;6035;6036	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp012511995;GB_GCA_012511995.1		0.05	0.66	0.32	0.04	0.56	medium
GB_GCA_011332615.1	1.0	1.0																												GB_GCA_011332615.1	GB_GCA_011332615.1		1;2;79;1547;1548;1549;1550;6294;6295	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp011332615;GB_GCA_011332615.1		0.58	0.74	0.34	0.49	0.74	high
RS_GCF_003589585.1	1.0	1.0																												RS_GCF_003589585.1	RS_GCF_003589585.1		1;2;79;1547;1548;1549;1550;6848;6849	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003589585;RS_GCF_003589585.1		0.29	0.03	0.57	0.51	0.88	low
GB_GCA_009778385.1	1.0	1.0																												GB_GCA_009778385.1	GB_GCA_009778385.1		1;2;79;1547;1548;1549;1550;6966;6967	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009778385;GB_GCA_009778385.1		0.61	0.72	0.75	0.23	0.13	medium
GB_GCA_009776805.1	1.0	1.0																												GB_GCA_009776805.1	GB_GCA_009776805.1		1;2;79;1547;1548;1549;1550;7865;7866	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009776805;GB_GCA_009776805.1		0.02	0.8	0.24	0.66	0.69	low
GB_GCA_011369675.1	1.0	1.0																												GB_GCA_011369675.1	GB_GCA_011369675.1		1;2;79;1547;1548;1549;2570;2571;2572	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DRVV01;s__DRVV01 sp011373895;GB_GCA_011369675.1		0.2	0.52	0.03	0.75	0.61	low
GB_GCA_011388725.1	1.0	1.0																												GB_GCA_011388725.1	GB_GCA_011388725.1		1;2;79;1547;1548;1549;2570;2571;2573	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DRVV01;s__DRVV01 sp011373895;GB_GCA_011388725.1		0.24	0.88	0.93	0.28	0.07	high
GB_GCA_011373895.1	1.0	1.0																												GB_GCA_011373895.1	GB_GCA_011373895.1		1;2;79;1547;1548;1549;2570;2571;2574	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DRVV01;s__DRVV01 sp011373895;GB_GCA_011373895.1		0.06	0.19	0.54	0.46	0.68	high
GB_GCA_011046575.1	1.0	1.0																												GB_GCA_011046575.1	GB_GCA_011046575.1		1;2;79;1547;1548;1549;2570;3381;3382	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DRVV01;s__DRVV01 sp011373445;GB_GCA_011046575.1		0.28	0.79	0.4	0.21	0.44	high
GB_GCA_011373445.1	1.0	1.0																												GB_GCA_011373445.1	GB_GCA_011373445.1		1;2;79;1547;1548;1549;2570;3381;3383	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DRVV01;s__DRVV01 sp011373445;GB_GCA_011373445.1		0.49	0.54	0.8	0.93	0.15	low
GB_GCA_003661945.1	1.0	1.0																												GB_GCA_003661945.1	GB_GCA_003661945.1		1;2;79;1547;1548;1549;2642;2643;2644	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__UBA233;s__UBA233 sp003661945;GB_GCA_003661945.1		0.91	0.27	0.68	0.12	0.36	high
GB_GCA_011040605.1	1.0	1.0																												GB_GCA_011040605.1	GB_GCA_011040605.1		1;2;79;1547;1548;1549;2642;2643;2645	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__UBA233;s__UBA233 sp003661945;GB_GCA_011040605.1		0.71	0.3	0.49	0.99	0.75	low
