FeatureID	fraction_uncultivated_cultivated	abundance	Taxon
o__Oscillospirales	0.8165024630541872	27.412156758197813	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Oscillospirales
o__UMGS1840	1	24.5	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__UMGS1840
o__Monoglobales_A	0.9	19.352941176470587	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Monoglobales_A
o__UMGS1883	1	19.0	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__UMGS1883
o__RUG12999	1	18.333333333333332	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__RUG12999
o__UMGS1810	1	36.833333333333336	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__UMGS1810
o__Monoglobales	0.9	18.466666666666665	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Monoglobales
o__SK-Y3	0.5	29.25	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__SK-Y3
o__Saccharofermentanales	0.7631578947368421	35.391666666666666	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Saccharofermentanales
o__DUPQ01	1	51.88461538461539	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__DUPQ01
o__UBA1212	1	67.85714285714286	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__UBA1212
o__Acetivibrionales	0.3333333333333333	22.382978723404257	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Acetivibrionales
o__TANB77	1	114.24542124542124	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__TANB77
o__Lachnospirales	0.5473441108545035	12.800227732793521	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Lachnospirales
o__Peptostreptococcales	0.4502923976608187	14.521497919556172	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Peptostreptococcales
o__Tissierellales	0.2357142857142857	26.555102040816326	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Tissierellales
o__Eubacteriales	0.3333333333333333	6.0606060606060606	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Eubacteriales
o__Clostridiales	0.16568047337278108	10.12890625	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Clostridiales
o__Lutisporales	0.75	36.5625	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Lutisporales
o__Christensenellales	0.9506726457399103	64.46895273401297	d__Bacteria; p__Firmicutes_A; c__Clostridia_A; o__Christensenellales
o__Caldicoprobacterales	0.8333333333333334	8.789473684210526	d__Bacteria; p__Firmicutes_A; c__Mahellia_A; o__Caldicoprobacterales
o__Mahellales	0	1.6	d__Bacteria; p__Firmicutes_A; c__Mahellia; o__Mahellales
o__Thermoanaerobacterales	0.07142857142857142	7.5	d__Bacteria; p__Firmicutes_A; c__Thermoanaerobacteria; o__Thermoanaerobacterales
o__Caldanaerobiales	0.5	2.0	d__Bacteria; p__Firmicutes_A; c__Thermoanaerobacteria; o__Caldanaerobiales
o__Caldicellulosiruptorales	0	0	d__Bacteria; p__Firmicutes_A; c__Thermoanaerobacteria; o__Caldicellulosiruptorales
o__Ch29	1	16.75	d__Bacteria; p__Firmicutes_A; c__Ch29; o__Ch29
o__Thermosediminibacterales	0.3	7.0	d__Bacteria; p__Firmicutes_A; c__Thermosediminibacteria; o__Thermosediminibacterales
o__UBA3567	1	9.666666666666666	d__Bacteria; p__Firmicutes_A; c__Thermosediminibacteria; o__UBA3567
o__Veillonellales	0.4606741573033708	8.405185185185186	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Veillonellales
o__Acidaminococcales	0.775	15.958590308370043	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Acidaminococcales
o__Selenomonadales	0.39705882352941174	11.497191011235955	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Selenomonadales
o__Sporomusales	0.2	8.105263157894736	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Sporomusales
o__Propionisporales	0.14285714285714285	12.714285714285714	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Propionisporales
o__Selenomonadales_A	0	0	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Selenomonadales_A
o__Anaeromusales	0	0	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Anaeromusales
o__UBA1444	1	2.0	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__UBA1444
o__Syntrophomonadales	0.7142857142857143	29.475609756097562	d__Bacteria; p__Firmicutes_B; c__Syntrophomonadia; o__Syntrophomonadales
o__Ch66	1	0	d__Bacteria; p__Firmicutes_B; c__Syntrophomonadia; o__Ch66
o__Thermacetogeniales	0.75	16.8125	d__Bacteria; p__Firmicutes_B; c__Syntrophomonadia; o__Thermacetogeniales
o__Moorellales	0.2727272727272727	6.5	d__Bacteria; p__Firmicutes_B; c__Moorellia; o__Moorellales
o__PH28-bin88	1	22.666666666666668	d__Bacteria; p__Firmicutes_B; c__Moorellia; o__PH28-bin88
o__DTU086	1	2.0	d__Bacteria; p__Firmicutes_B; c__Moorellia; o__DTU086
o__Desulfitibacterales	0.5	12.666666666666666	d__Bacteria; p__Firmicutes_B; c__Moorellia; o__Desulfitibacterales
o__DULZ01	1	3.0	d__Bacteria; p__Firmicutes_B; c__Moorellia; o__DULZ01
o__Desulfotomaculales	0.45098039215686275	20.339285714285715	d__Bacteria; p__Firmicutes_B; c__Desulfotomaculia; o__Desulfotomaculales
o__Ammonifexales	0.6	24.363636363636363	d__Bacteria; p__Firmicutes_B; c__Desulfotomaculia; o__Ammonifexales
o__Carboxydothermales	0	0	d__Bacteria; p__Firmicutes_B; c__Desulfotomaculia; o__Carboxydothermales
o__Thermincolales	0.75	42.666666666666664	d__Bacteria; p__Firmicutes_B; c__Thermincolia; o__Thermincolales
o__Desulfitobacteriales	0.3142857142857143	13.486486486486486	d__Bacteria; p__Firmicutes_B; c__Desulfitobacteriia; o__Desulfitobacteriales
o__Heliobacteriales	0	0	d__Bacteria; p__Firmicutes_B; c__Desulfitobacteriia; o__Heliobacteriales
o__Peptococcales	0.8181818181818182	51.625	d__Bacteria; p__Firmicutes_B; c__Peptococcia; o__Peptococcales
o__DRI-13	0.875	19.047619047619047	d__Bacteria; p__Firmicutes_B; c__Peptococcia; o__DRI-13
o__UBA4068	1	22.526315789473685	d__Bacteria; p__Firmicutes_B; c__Dehalobacteriia; o__UBA4068
o__UBA7702	1	6.5	d__Bacteria; p__Firmicutes_B; c__Dehalobacteriia; o__UBA7702
o__Dehalobacteriales	0	0	d__Bacteria; p__Firmicutes_B; c__Dehalobacteriia; o__Dehalobacteriales
o__TC1	0.6666666666666666	4.0	d__Bacteria; p__Firmicutes_B; c__TC1; o__TC1
o__Erysipelotrichales	0.3888888888888889	14.842458100558659	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales
o__RFN20	1	85.73809523809524	d__Bacteria; p__Firmicutes; c__Bacilli; o__RFN20
o__Mycoplasmatales	0.06976744186046512	31.169811320754718	d__Bacteria; p__Firmicutes; c__Bacilli; o__Mycoplasmatales
o__RF39	1	137.9120781527531	d__Bacteria; p__Firmicutes; c__Bacilli; o__RF39
o__Acholeplasmatales	0.5	86.16470588235295	d__Bacteria; p__Firmicutes; c__Bacilli; o__Acholeplasmatales
o__Izemoplasmatales	0.9565217391304348	38.41237113402062	d__Bacteria; p__Firmicutes; c__Bacilli; o__Izemoplasmatales
o__ML615J-28	1	97.40990990990991	d__Bacteria; p__Firmicutes; c__Bacilli; o__ML615J-28
o__Haloplasmatales	0	10.5	d__Bacteria; p__Firmicutes; c__Bacilli; o__Haloplasmatales
o__Haloplasmatales_A	0.6	6.7	d__Bacteria; p__Firmicutes; c__Bacilli; o__Haloplasmatales_A
o__ZOR0006	0.3333333333333333	5.333333333333333	d__Bacteria; p__Firmicutes; c__Bacilli; o__ZOR0006
o__Staphylococcales	0.03508771929824561	10.11328125	d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales
o__Lactobacillales	0.028639618138424822	3.0548947849954255	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
o__Bacillales_A	0.014285714285714285	3.7534246575342465	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_A
o__Bacillales_B	0.010309278350515464	5.666666666666667	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_B
o__Bacillales	0	2.076923076923077	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales
o__Bacillales_C	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_C
o__Bacillales_D	0.014184397163120567	2.25	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_D
o__Bacillales_E	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_E
o__Bacillales_G	0.05714285714285714	3.4285714285714284	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_G
o__Bacillales_H	0.037037037037037035	8.5	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H
o__Exiguobacterales	0	2.65	d__Bacteria; p__Firmicutes; c__Bacilli; o__Exiguobacterales
o__Caldalkalibacillales	0	1.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caldalkalibacillales
o__DSM-22653	0.5	1.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__DSM-22653
o__Brevibacillales	0.034482758620689655	4.05	d__Bacteria; p__Firmicutes; c__Bacilli; o__Brevibacillales
o__Aneurinibacillales	0.1	4.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Aneurinibacillales
o__Paenibacillales	0.02857142857142857	11.79136690647482	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales
o__Tepidibacillales	0.25	6.333333333333333	d__Bacteria; p__Firmicutes; c__Bacilli; o__Tepidibacillales
o__Thermoactinomycetales	0	1.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Thermoactinomycetales
o__Bacillales_F	1	2.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_F
o__Desulfuribacillales	0	0	d__Bacteria; p__Firmicutes; c__Desulfuribacillia; o__Desulfuribacillales
o__Alicyclobacillales	0	4.5	d__Bacteria; p__Firmicutes; c__Alicyclobacillia; o__Alicyclobacillales
o__Kyrpidiales	0	0	d__Bacteria; p__Firmicutes; c__Alicyclobacillia; o__Kyrpidiales
o__Tumebacillales	0	0	d__Bacteria; p__Firmicutes; c__Alicyclobacillia; o__Tumebacillales
o__DTU022	1	32.93975903614458	d__Bacteria; p__Firmicutes_D; c__Dethiobacteria; o__DTU022
o__Dethiobacterales	0.75	23.428571428571427	d__Bacteria; p__Firmicutes_D; c__Dethiobacteria; o__Dethiobacterales
o__PWVN01	1	19.666666666666668	d__Bacteria; p__Firmicutes_D; c__Dethiobacteria; o__PWVN01
o__SKNC01	1	24.666666666666668	d__Bacteria; p__Firmicutes_D; c__Dethiobacteria; o__SKNC01
o__Natranaerobiales	0	0	d__Bacteria; p__Firmicutes_D; c__Natranaerobiia; o__Natranaerobiales
o__UBA4975	1	65.9090909090909	d__Bacteria; p__Firmicutes_D; c__Proteinivoracia; o__UBA4975
o__Proteinivoracales	0	0	d__Bacteria; p__Firmicutes_D; c__Proteinivoracia; o__Proteinivoracales
o__UBA994	1	50.0	d__Bacteria; p__Firmicutes_H; c__UBA994; o__UBA994
o__JAAYKD01	1	13.0	d__Bacteria; p__Firmicutes_H; c__UBA994; o__JAAYKD01
o__DUMP01	1	16.0	d__Bacteria; p__DTU030; c__DTU030; o__DUMP01
o__DTU030	1	12.75	d__Bacteria; p__DTU030; c__DTU030; o__DTU030
o__Halanaerobiales	0.43478260869565216	22.457142857142856	d__Bacteria; p__Firmicutes_F; c__Halanaerobiia; o__Halanaerobiales
o__Halobacteroidales	0	2.6666666666666665	d__Bacteria; p__Firmicutes_F; c__Halanaerobiia; o__Halobacteroidales
o__B1SED10-174	1	86.81818181818181	d__Bacteria; p__Firmicutes_F; c__Halanaerobiia; o__B1SED10-174
o__DTU010	1	72.06153846153846	d__Bacteria; p__Firmicutes_G; c__Limnochordia; o__DTU010
o__DTU087	1	17.0	d__Bacteria; p__Firmicutes_G; c__Limnochordia; o__DTU087
o__JAAZLZ01	1	10.0	d__Bacteria; p__Firmicutes_G; c__Limnochordia; o__JAAZLZ01
o__DTU080	1	72.0	d__Bacteria; p__Firmicutes_G; c__Limnochordia; o__DTU080
o__Limnochordales	0	1.0	d__Bacteria; p__Firmicutes_G; c__Limnochordia; o__Limnochordales
o__Limnochordales_A	1	53.0	d__Bacteria; p__Firmicutes_G; c__Limnochordia; o__Limnochordales_A
o__DTU084	1	66.4	d__Bacteria; p__Firmicutes_G; c__DTU084; o__DTU084
o__UBA5301	1	8.0	d__Bacteria; p__Firmicutes_G; c__UBA5301; o__UBA5301
o__DTU065	1	92.57142857142857	d__Bacteria; p__Firmicutes_G; c__DTU065; o__DTU065
o__UBA4971	1	50.5	d__Bacteria; p__Firmicutes_G; c__SHA-98; o__UBA4971
o__Ch115	1	0	d__Bacteria; p__Firmicutes_G; c__SHA-98; o__Ch115
o__DTUO25	1	56.5	d__Bacteria; p__Firmicutes_G; c__SHA-98; o__DTUO25
o__DTU014	1	62.23076923076923	d__Bacteria; p__Firmicutes_G; c__SHA-98; o__DTU014
o__UBA10575	1	43.61538461538461	d__Bacteria; p__Firmicutes_G; c__UBA4882; o__UBA10575
o__UBA8346	0.6666666666666666	51.958333333333336	d__Bacteria; p__Firmicutes_G; c__UBA4882; o__UBA8346
o__D8A-2	1	40.964285714285715	d__Bacteria; p__Firmicutes_E; c__DTU015; o__D8A-2
o__UBA8153	1	17.5	d__Bacteria; p__Firmicutes_E; c__DTU015; o__UBA8153
o__UBA9673	1	32.333333333333336	d__Bacteria; p__Firmicutes_E; c__DTU015; o__UBA9673
o__UBA995	1	7.0	d__Bacteria; p__Firmicutes_E; c__DTU015; o__UBA995
o__Sulfobacillales	0.42857142857142855	7.0	d__Bacteria; p__Firmicutes_E; c__Sulfobacillia; o__Sulfobacillales
o__Symbiobacteriales	0.6666666666666666	35.625	d__Bacteria; p__Firmicutes_E; c__Symbiobacteriia; o__Symbiobacteriales
o__Thermaerobacterales	0.4	7.0	d__Bacteria; p__Firmicutes_E; c__Thermaerobacteria; o__Thermaerobacterales
o__SLMV01	1	73.83333333333333	d__Bacteria; p__Firmicutes_E; c__SLMV01; o__SLMV01
o__UBA3575	1	13.0	d__Bacteria; p__Firmicutes_E; c__UBA3569; o__UBA3575
o__Fimbriimonadales	0.8333333333333334	89.74603174603175	d__Bacteria; p__Armatimonadota; c__Fimbriimonadia; o__Fimbriimonadales
o__HRBIN16	1	176.9090909090909	d__Bacteria; p__Armatimonadota; c__HRBIN16; o__HRBIN16
o__Chthonomonadales	0	57.25	d__Bacteria; p__Armatimonadota; c__Chthonomonadetes; o__Chthonomonadales
o__Armatimonadales	0.5	73.47619047619048	d__Bacteria; p__Armatimonadota; c__Armatimonadia; o__Armatimonadales
o__UBA5829	1	129.42857142857142	d__Bacteria; p__Armatimonadota; c__UBA5829; o__UBA5829
o__JAAZEB01	1	28.0	d__Bacteria; p__Armatimonadota; c__SYMT01; o__JAAZEB01
o__SYMT01	1	41.5	d__Bacteria; p__Armatimonadota; c__SYMT01; o__SYMT01
o__DTGP01	1	71.66666666666667	d__Bacteria; p__Armatimonadota; c__DTGP01; o__DTGP01
o__WVXJ01	1	29.333333333333332	d__Bacteria; p__Armatimonadota; c__CAIYQO01; o__WVXJ01
o__HRBIN17	1	181.96428571428572	d__Bacteria; p__Armatimonadota; c__HRBIN17; o__HRBIN17
o__CG2-30-59-28	1	89.0	d__Bacteria; p__Armatimonadota; c__Abditibacteria; o__CG2-30-59-28
o__Abditibacteriales	0.5	45.25	d__Bacteria; p__Armatimonadota; c__Abditibacteria; o__Abditibacteriales
o__UBA10988	1	12.0	d__Bacteria; p__Armatimonadota; c__UBA10988; o__UBA10988
o__UBA5377	1	132.0	d__Bacteria; p__Armatimonadota; c__UBA5377; o__UBA5377
o__CSP1-3	1	88.94444444444444	d__Bacteria; p__CSP1-3; c__CSP1-3; o__CSP1-3
o__Baltobacterales	1	205.17391304347825	d__Bacteria; p__Eremiobacterota; c__Eremiobacteria; o__Baltobacterales
o__Eremiobacterales	1	149.2	d__Bacteria; p__Eremiobacterota; c__Eremiobacteria; o__Eremiobacterales
o__Xenobiales	1	214.5	d__Bacteria; p__Eremiobacterota; c__Xenobia; o__Xenobiales
o__CADAWZ01	1	644.75	d__Bacteria; p__Eremiobacterota; c__Xenobia; o__CADAWZ01
o__Actinomycetales	0.06581059390048154	5.08446455505279	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales
o__RP-AC37	0	0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__RP-AC37
o__Mycobacteriales	0.02925531914893617	5.484375	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales
o__Streptomycetales	0.001567398119122257	6.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Streptomycetales
o__Sporichthyales	0	14.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Sporichthyales
o__Streptosporangiales	0.05333333333333334	51.13636363636363	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Streptosporangiales
o__Acidothermales	0.5	23.666666666666668	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Acidothermales
o__Propionibacteriales	0.0892018779342723	11.67588932806324	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Propionibacteriales
o__Jiangellales	0	3.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Jiangellales
o__Nanopelagicales	0.7741935483870968	27.773809523809526	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales
o__Nitriliruptorales	0.9130434782608695	55.4375	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nitriliruptorales
o__Euzebyales	0.6923076923076923	51.75	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Euzebyales
o__UBA4738	1	99.375	d__Bacteria; p__Actinobacteriota; c__UBA4738; o__UBA4738
o__AC-67	1	90.7	d__Bacteria; p__Actinobacteriota; c__UBA4738; o__AC-67
o__CADDZG01	1	44.0	d__Bacteria; p__Actinobacteriota; c__UBA4738; o__CADDZG01
o__Acidimicrobiales	0.9487179487179487	34.08551941238195	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales
o__IMCC26256	0.8571428571428571	45.470588235294116	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__IMCC26256
o__Actinomarinales	1	6.453712190650779	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Actinomarinales
o__UBA5794	1	63.91836734693877	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__UBA5794
o__Solirubrobacterales	0.7105263157894737	68.75968992248062	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales
o__Gaiellales	0.9722222222222222	106.70588235294117	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales
o__Ga0077560	1	140.77142857142857	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Ga0077560
o__UBA2241	1	92.8076923076923	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__UBA2241
o__RBG-16-64-13	1	65.41666666666667	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__RBG-16-64-13
o__BMS3ABIN01	1	14.0	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__BMS3ABIN01
o__Rubrobacterales	0.14285714285714285	23.333333333333332	d__Bacteria; p__Actinobacteriota; c__Rubrobacteria; o__Rubrobacterales
o__Coriobacteriales	0.6915167095115681	7.46758462421113	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales
o__WRKU01	1	37.416666666666664	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__WRKU01
o__OPB41	1	92.21951219512195	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__OPB41
o__UBA1414	1	41.45454545454545	d__Bacteria; p__Actinobacteriota; c__UBA1414; o__UBA1414
o__UBA10029	1	81.4	d__Bacteria; p__Actinobacteriota; c__UBA9087; o__UBA10029
o__UBA9087	1	19.6	d__Bacteria; p__Actinobacteriota; c__UBA9087; o__UBA9087
o__RBG-13-55-18	1	126.5	d__Bacteria; p__Actinobacteriota; c__RBG-13-55-18; o__RBG-13-55-18
o__Fen-727	1	106.3125	d__Bacteria; p__Actinobacteriota; c__RBG-13-55-18; o__Fen-727
o__Deinococcales	0.10869565217391304	32.01428571428571	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales
o__UBA8260	1	169.66666666666666	d__Bacteria; p__Dormibacterota; c__Dormibacteria; o__UBA8260
o__CF-121	1	195.4	d__Bacteria; p__Dormibacterota; c__Dormibacteria; o__CF-121
o__Dormibacterales	1	172.28571428571428	d__Bacteria; p__Dormibacterota; c__Dormibacteria; o__Dormibacterales
o__Anaerolineales	0.8947368421052632	63.22282608695652	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales
o__SBR1031	0.9411764705882353	159.0	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__SBR1031
o__Promineofilales	0.875	70.54545454545455	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Promineofilales
o__DSLN01	1	24.0	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__DSLN01
o__Thermoflexales	0.75	39.96774193548387	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Thermoflexales
o__B4-G1	1	86.37209302325581	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__B4-G1
o__4572-78	1	103.72727272727273	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__4572-78
o__Caldilineales	0.7777777777777778	58.351351351351354	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Caldilineales
o__CG2-30-64-16	1	118.0	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__CG2-30-64-16
o__DUEN01	1	0	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__DUEN01
o__UBA3071	1	56.0	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__UBA3071
o__DTPP01	1	36.333333333333336	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__DTPP01
o__E26-bin7	1	91.91666666666667	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__E26-bin7
o__SpSt-600	1	57.875	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__SpSt-600
o__DRVO01	1	22.0	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__DRVO01
o__UBA1429	1	49.0	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__UBA1429
o__UBA2200	1	56.285714285714285	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__UBA2200
o__SpSt-313	1	38.0	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__SpSt-313
o__Ardenticatenales	0	14.0	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Ardenticatenales
o__UCB3	1	52.5	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__UCB3
o__UBA7937	1	78.66666666666667	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__UBA7937
o__UBA4142	1	141.0	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__UBA4142
o__UBA1151	1	54.46861924686193	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__UBA1151
o__SAR202	1	42.410204081632656	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__SAR202
o__UBA2963	1	30.764705882352942	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__UBA2963
o__UBA2985	1	54.774193548387096	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__UBA2985
o__UBA6952	1	69.10909090909091	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__UBA6952
o__UBA1127	1	41.27272727272727	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__UBA1127
o__GCA-2717565	1	23.0	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__GCA-2717565
o__UBA3495	1	71.86324786324786	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__UBA3495
o__SHYB01	1	19.0	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__SHYB01
o__UBA6926	1	20.466666666666665	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__UBA6926
o__Dehalococcoidales	0.8108108108108109	46.86666666666667	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__Dehalococcoidales
o__GIF9	1	63.79381443298969	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__GIF9
o__UBA2777	1	64.71428571428571	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__UBA2777
o__SZUA-161	1	46.86206896551724	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__SZUA-161
o__UBA2979	1	79.51219512195122	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__UBA2979
o__Bin125	1	75.28571428571429	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__Bin125
o__UBA2991	0.8571428571428571	60.483870967741936	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__UBA2991
o__SM23-28-2	1	85.23076923076923	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__SM23-28-2
o__DSTF01	1	46.0	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__DSTF01
o__SHYD01	1	89.33333333333333	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__SHYD01
o__UBA6077	1	81.33333333333333	d__Bacteria; p__Chloroflexota; c__UBA6077; o__UBA6077
o__FW602-bin22	1	54.25	d__Bacteria; p__Chloroflexota; c__FW602-bin22; o__FW602-bin22
o__Chloroflexales	0.17391304347826086	28.093023255813954	d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Chloroflexales
o__DTKN01	1	65.0	d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__DTKN01
o__Thermomicrobiales	0.6923076923076923	33.869565217391305	d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales
o__Thermobaculales	0	0	d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermobaculales
o__54-19	1	123.1	d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__54-19
o__Ktedonobacterales	0.47058823529411764	100.55263157894737	d__Bacteria; p__Chloroflexota; c__Ktedonobacteria; o__Ktedonobacterales
o__UBA11872	1	37.111111111111114	d__Bacteria; p__Chloroflexota; c__UBA11872; o__UBA11872
o__VXOZ01	1	0	d__Bacteria; p__Chloroflexota; c__UBA11872; o__VXOZ01
o__UBA12225	1	121.25	d__Bacteria; p__Chloroflexota; c__UBA2235; o__UBA12225
o__UBA5177	1	50.0	d__Bacteria; p__Chloroflexota; c__UBA5177; o__UBA5177
o__CSP1-4	1	119.0	d__Bacteria; p__Chloroflexota; c__Ellin6529; o__CSP1-4
o__QHBO01	1	110.28571428571429	d__Bacteria; p__Chloroflexota; c__Ellin6529; o__QHBO01
o__P2-11E	1	187.3913043478261	d__Bacteria; p__Chloroflexota; c__Ellin6529; o__P2-11E
