FeatureID	fraction_uncultivated_cultivated	abundance	Taxon	Random_type
o__PCC-6307	0.7341040462427746	3.587548638132296	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307	low
o__Cyanobacteriales	0.2	9.140495867768594	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales	low
o__Phormidesmiales	0.38095238095238093	11.32	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Phormidesmiales	low
o__Elainellales	0.3333333333333333	7.625	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Elainellales	low
o__Leptolyngbyales	0.2222222222222222	12.458333333333334	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Leptolyngbyales	low
o__PCC-9006	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-9006	low
o__Synechococcales	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Synechococcales	low
o__CACIAM-69d	1	2.5	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__CACIAM-69d	low
o__Thermosynechococcales	0	4.0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Thermosynechococcales	low
o__Pseudanabaenales	0.47058823529411764	8.564102564102564	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Pseudanabaenales	low
o__PCC-7336	0	2.0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-7336	low
o__Gloeobacterales	0	32.8	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Gloeobacterales	low
o__Gastranaerophilales	0.9482758620689655	109.54545454545455	d__Bacteria; p__Cyanobacteria; c__Vampirovibrionia; o__Gastranaerophilales	high
o__Vampirovibrionales	1	232.25	d__Bacteria; p__Cyanobacteria; c__Vampirovibrionia; o__Vampirovibrionales	high
o__Obscuribacterales	1	615.9268292682926	d__Bacteria; p__Cyanobacteria; c__Vampirovibrionia; o__Obscuribacterales	high
o__Caenarcaniphilales	1	64.66666666666667	d__Bacteria; p__Cyanobacteria; c__Vampirovibrionia; o__Caenarcaniphilales	medium
o__2-02-FULL-35-15	1	192.4	d__Bacteria; p__Cyanobacteria; c__Vampirovibrionia; o__2-02-FULL-35-15	high
o__UBA7694	1	24.0	d__Bacteria; p__Cyanobacteria; c__Sericytochromatia; o__UBA7694	low
o__S15B-MN24	1	195.4	d__Bacteria; p__Cyanobacteria; c__Sericytochromatia; o__S15B-MN24	high
o__GCA-2716485	1	84.38235294117646	d__Bacteria; p__Margulisbacteria; c__Marinamargulisbacteria; o__GCA-2716485	medium
o__UBA817	1	129.9090909090909	d__Bacteria; p__Margulisbacteria; c__Marinamargulisbacteria; o__UBA817	high
o__SXXA01	1	64.875	d__Bacteria; p__Margulisbacteria; c__Marinamargulisbacteria; o__SXXA01	medium
o__GWF2-35-9	1	50.666666666666664	d__Bacteria; p__Margulisbacteria; c__Riflemargulisbacteria; o__GWF2-35-9	medium
o__Termititenacales	1	20.0	d__Bacteria; p__Margulisbacteria; c__Termititenacia; o__Termititenacales	low
o__O2-12-FULL-45-9	1	83.625	d__Bacteria; p__Margulisbacteria; c__WOR-1; o__O2-12-FULL-45-9	medium
o__XYC2-FULL-46-14	1	62.75	d__Bacteria; p__Margulisbacteria; c__WOR-1; o__XYC2-FULL-46-14	medium
o__Oscillospirales	0.8165024630541872	27.412156758197813	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Oscillospirales	low
o__UMGS1840	1	24.5	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__UMGS1840	low
o__Monoglobales_A	0.9	19.352941176470587	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Monoglobales_A	low
o__UMGS1883	1	19.0	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__UMGS1883	low
o__RUG12999	1	18.333333333333332	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__RUG12999	low
o__UMGS1810	1	36.833333333333336	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__UMGS1810	low
o__Monoglobales	0.9	18.466666666666665	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Monoglobales	low
o__SK-Y3	0.5	29.25	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__SK-Y3	low
o__Saccharofermentanales	0.7631578947368421	35.391666666666666	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Saccharofermentanales	low
o__DUPQ01	1	51.88461538461539	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__DUPQ01	medium
o__UBA1212	1	67.85714285714286	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__UBA1212	medium
o__Acetivibrionales	0.3333333333333333	22.382978723404257	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Acetivibrionales	low
o__TANB77	1	114.24542124542124	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__TANB77	high
o__Lachnospirales	0.5473441108545035	12.800227732793521	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Lachnospirales	low
o__Peptostreptococcales	0.4502923976608187	14.521497919556172	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Peptostreptococcales	low
o__Tissierellales	0.2357142857142857	26.555102040816326	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Tissierellales	low
o__Eubacteriales	0.3333333333333333	6.0606060606060606	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Eubacteriales	low
o__Clostridiales	0.16568047337278108	10.12890625	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Clostridiales	low
o__Lutisporales	0.75	36.5625	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Lutisporales	low
o__Christensenellales	0.9506726457399103	64.46895273401297	d__Bacteria; p__Firmicutes_A; c__Clostridia_A; o__Christensenellales	medium
o__Caldicoprobacterales	0.8333333333333334	8.789473684210526	d__Bacteria; p__Firmicutes_A; c__Mahellia_A; o__Caldicoprobacterales	low
o__Mahellales	0	1.6	d__Bacteria; p__Firmicutes_A; c__Mahellia; o__Mahellales	low
o__Thermoanaerobacterales	0.07142857142857142	7.5	d__Bacteria; p__Firmicutes_A; c__Thermoanaerobacteria; o__Thermoanaerobacterales	low
o__Caldanaerobiales	0.5	2.0	d__Bacteria; p__Firmicutes_A; c__Thermoanaerobacteria; o__Caldanaerobiales	low
o__Caldicellulosiruptorales	0	0	d__Bacteria; p__Firmicutes_A; c__Thermoanaerobacteria; o__Caldicellulosiruptorales	low
o__Ch29	1	16.75	d__Bacteria; p__Firmicutes_A; c__Ch29; o__Ch29	low
o__Thermosediminibacterales	0.3	7.0	d__Bacteria; p__Firmicutes_A; c__Thermosediminibacteria; o__Thermosediminibacterales	low
o__UBA3567	1	9.666666666666666	d__Bacteria; p__Firmicutes_A; c__Thermosediminibacteria; o__UBA3567	low
o__Veillonellales	0.4606741573033708	8.405185185185186	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Veillonellales	low
o__Acidaminococcales	0.775	15.958590308370043	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Acidaminococcales	low
o__Selenomonadales	0.39705882352941174	11.497191011235955	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Selenomonadales	low
o__Sporomusales	0.2	8.105263157894736	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Sporomusales	low
o__Propionisporales	0.14285714285714285	12.714285714285714	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Propionisporales	low
o__Selenomonadales_A	0	0	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Selenomonadales_A	low
o__Anaeromusales	0	0	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Anaeromusales	low
o__UBA1444	1	2.0	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__UBA1444	low
o__Syntrophomonadales	0.7142857142857143	29.475609756097562	d__Bacteria; p__Firmicutes_B; c__Syntrophomonadia; o__Syntrophomonadales	low
o__Ch66	1	0	d__Bacteria; p__Firmicutes_B; c__Syntrophomonadia; o__Ch66	low
o__Thermacetogeniales	0.75	16.8125	d__Bacteria; p__Firmicutes_B; c__Syntrophomonadia; o__Thermacetogeniales	low
o__Moorellales	0.2727272727272727	6.5	d__Bacteria; p__Firmicutes_B; c__Moorellia; o__Moorellales	low
o__PH28-bin88	1	22.666666666666668	d__Bacteria; p__Firmicutes_B; c__Moorellia; o__PH28-bin88	low
o__DTU086	1	2.0	d__Bacteria; p__Firmicutes_B; c__Moorellia; o__DTU086	low
o__Desulfitibacterales	0.5	12.666666666666666	d__Bacteria; p__Firmicutes_B; c__Moorellia; o__Desulfitibacterales	low
o__DULZ01	1	3.0	d__Bacteria; p__Firmicutes_B; c__Moorellia; o__DULZ01	low
o__Desulfotomaculales	0.45098039215686275	20.339285714285715	d__Bacteria; p__Firmicutes_B; c__Desulfotomaculia; o__Desulfotomaculales	low
o__Ammonifexales	0.6	24.363636363636363	d__Bacteria; p__Firmicutes_B; c__Desulfotomaculia; o__Ammonifexales	low
o__Carboxydothermales	0	0	d__Bacteria; p__Firmicutes_B; c__Desulfotomaculia; o__Carboxydothermales	low
o__Thermincolales	0.75	42.666666666666664	d__Bacteria; p__Firmicutes_B; c__Thermincolia; o__Thermincolales	low
o__Desulfitobacteriales	0.3142857142857143	13.486486486486486	d__Bacteria; p__Firmicutes_B; c__Desulfitobacteriia; o__Desulfitobacteriales	low
o__Heliobacteriales	0	0	d__Bacteria; p__Firmicutes_B; c__Desulfitobacteriia; o__Heliobacteriales	low
o__Peptococcales	0.8181818181818182	51.625	d__Bacteria; p__Firmicutes_B; c__Peptococcia; o__Peptococcales	medium
o__DRI-13	0.875	19.047619047619047	d__Bacteria; p__Firmicutes_B; c__Peptococcia; o__DRI-13	low
o__UBA4068	1	22.526315789473685	d__Bacteria; p__Firmicutes_B; c__Dehalobacteriia; o__UBA4068	low
o__UBA7702	1	6.5	d__Bacteria; p__Firmicutes_B; c__Dehalobacteriia; o__UBA7702	low
o__Dehalobacteriales	0	0	d__Bacteria; p__Firmicutes_B; c__Dehalobacteriia; o__Dehalobacteriales	low
o__TC1	0.6666666666666666	4.0	d__Bacteria; p__Firmicutes_B; c__TC1; o__TC1	low
o__Erysipelotrichales	0.3888888888888889	14.842458100558659	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales	low
o__RFN20	1	85.73809523809524	d__Bacteria; p__Firmicutes; c__Bacilli; o__RFN20	medium
o__Mycoplasmatales	0.06976744186046512	31.169811320754718	d__Bacteria; p__Firmicutes; c__Bacilli; o__Mycoplasmatales	low
o__RF39	1	137.9120781527531	d__Bacteria; p__Firmicutes; c__Bacilli; o__RF39	high
o__Acholeplasmatales	0.5	86.16470588235295	d__Bacteria; p__Firmicutes; c__Bacilli; o__Acholeplasmatales	medium
o__Izemoplasmatales	0.9565217391304348	38.41237113402062	d__Bacteria; p__Firmicutes; c__Bacilli; o__Izemoplasmatales	low
o__ML615J-28	1	97.40990990990991	d__Bacteria; p__Firmicutes; c__Bacilli; o__ML615J-28	medium
o__Haloplasmatales	0	10.5	d__Bacteria; p__Firmicutes; c__Bacilli; o__Haloplasmatales	low
o__Haloplasmatales_A	0.6	6.7	d__Bacteria; p__Firmicutes; c__Bacilli; o__Haloplasmatales_A	low
o__ZOR0006	0.3333333333333333	5.333333333333333	d__Bacteria; p__Firmicutes; c__Bacilli; o__ZOR0006	low
o__Staphylococcales	0.03508771929824561	10.11328125	d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales	low
o__Lactobacillales	0.028639618138424822	3.0548947849954255	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	low
o__Bacillales_A	0.014285714285714285	3.7534246575342465	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_A	low
o__Bacillales_B	0.010309278350515464	5.666666666666667	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_B	low
o__Bacillales	0	2.076923076923077	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales	low
o__Bacillales_C	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_C	low
o__Bacillales_D	0.014184397163120567	2.25	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_D	low
o__Bacillales_E	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_E	low
o__Bacillales_G	0.05714285714285714	3.4285714285714284	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_G	low
o__Bacillales_H	0.037037037037037035	8.5	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H	low
o__Exiguobacterales	0	2.65	d__Bacteria; p__Firmicutes; c__Bacilli; o__Exiguobacterales	low
o__Caldalkalibacillales	0	1.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Caldalkalibacillales	low
o__DSM-22653	0.5	1.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__DSM-22653	low
o__Brevibacillales	0.034482758620689655	4.05	d__Bacteria; p__Firmicutes; c__Bacilli; o__Brevibacillales	low
o__Aneurinibacillales	0.1	4.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Aneurinibacillales	low
o__Paenibacillales	0.02857142857142857	11.79136690647482	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales	low
o__Tepidibacillales	0.25	6.333333333333333	d__Bacteria; p__Firmicutes; c__Bacilli; o__Tepidibacillales	low
o__Thermoactinomycetales	0	1.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Thermoactinomycetales	low
o__Bacillales_F	1	2.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_F	low
o__Desulfuribacillales	0	0	d__Bacteria; p__Firmicutes; c__Desulfuribacillia; o__Desulfuribacillales	low
o__Alicyclobacillales	0	4.5	d__Bacteria; p__Firmicutes; c__Alicyclobacillia; o__Alicyclobacillales	low
o__Kyrpidiales	0	0	d__Bacteria; p__Firmicutes; c__Alicyclobacillia; o__Kyrpidiales	low
o__Tumebacillales	0	0	d__Bacteria; p__Firmicutes; c__Alicyclobacillia; o__Tumebacillales	low
o__DTU022	1	32.93975903614458	d__Bacteria; p__Firmicutes_D; c__Dethiobacteria; o__DTU022	low
o__Dethiobacterales	0.75	23.428571428571427	d__Bacteria; p__Firmicutes_D; c__Dethiobacteria; o__Dethiobacterales	low
o__PWVN01	1	19.666666666666668	d__Bacteria; p__Firmicutes_D; c__Dethiobacteria; o__PWVN01	low
o__SKNC01	1	24.666666666666668	d__Bacteria; p__Firmicutes_D; c__Dethiobacteria; o__SKNC01	low
o__Natranaerobiales	0	0	d__Bacteria; p__Firmicutes_D; c__Natranaerobiia; o__Natranaerobiales	low
o__UBA4975	1	65.9090909090909	d__Bacteria; p__Firmicutes_D; c__Proteinivoracia; o__UBA4975	medium
o__Proteinivoracales	0	0	d__Bacteria; p__Firmicutes_D; c__Proteinivoracia; o__Proteinivoracales	low
o__UBA994	1	50.0	d__Bacteria; p__Firmicutes_H; c__UBA994; o__UBA994	low
o__JAAYKD01	1	13.0	d__Bacteria; p__Firmicutes_H; c__UBA994; o__JAAYKD01	low
o__DUMP01	1	16.0	d__Bacteria; p__DTU030; c__DTU030; o__DUMP01	low
o__DTU030	1	12.75	d__Bacteria; p__DTU030; c__DTU030; o__DTU030	low
o__Halanaerobiales	0.43478260869565216	22.457142857142856	d__Bacteria; p__Firmicutes_F; c__Halanaerobiia; o__Halanaerobiales	low
o__Halobacteroidales	0	2.6666666666666665	d__Bacteria; p__Firmicutes_F; c__Halanaerobiia; o__Halobacteroidales	low
o__B1SED10-174	1	86.81818181818181	d__Bacteria; p__Firmicutes_F; c__Halanaerobiia; o__B1SED10-174	medium
o__DTU010	1	72.06153846153846	d__Bacteria; p__Firmicutes_G; c__Limnochordia; o__DTU010	medium
o__DTU087	1	17.0	d__Bacteria; p__Firmicutes_G; c__Limnochordia; o__DTU087	low
o__JAAZLZ01	1	10.0	d__Bacteria; p__Firmicutes_G; c__Limnochordia; o__JAAZLZ01	low
o__DTU080	1	72.0	d__Bacteria; p__Firmicutes_G; c__Limnochordia; o__DTU080	medium
o__Limnochordales	0	1.0	d__Bacteria; p__Firmicutes_G; c__Limnochordia; o__Limnochordales	low
o__Limnochordales_A	1	53.0	d__Bacteria; p__Firmicutes_G; c__Limnochordia; o__Limnochordales_A	medium
o__DTU084	1	66.4	d__Bacteria; p__Firmicutes_G; c__DTU084; o__DTU084	medium
o__UBA5301	1	8.0	d__Bacteria; p__Firmicutes_G; c__UBA5301; o__UBA5301	low
o__DTU065	1	92.57142857142857	d__Bacteria; p__Firmicutes_G; c__DTU065; o__DTU065	medium
o__UBA4971	1	50.5	d__Bacteria; p__Firmicutes_G; c__SHA-98; o__UBA4971	medium
o__Ch115	1	0	d__Bacteria; p__Firmicutes_G; c__SHA-98; o__Ch115	low
o__DTUO25	1	56.5	d__Bacteria; p__Firmicutes_G; c__SHA-98; o__DTUO25	medium
o__DTU014	1	62.23076923076923	d__Bacteria; p__Firmicutes_G; c__SHA-98; o__DTU014	medium
o__UBA10575	1	43.61538461538461	d__Bacteria; p__Firmicutes_G; c__UBA4882; o__UBA10575	low
o__UBA8346	0.6666666666666666	51.958333333333336	d__Bacteria; p__Firmicutes_G; c__UBA4882; o__UBA8346	medium
o__D8A-2	1	40.964285714285715	d__Bacteria; p__Firmicutes_E; c__DTU015; o__D8A-2	low
o__UBA8153	1	17.5	d__Bacteria; p__Firmicutes_E; c__DTU015; o__UBA8153	low
o__UBA9673	1	32.333333333333336	d__Bacteria; p__Firmicutes_E; c__DTU015; o__UBA9673	low
o__UBA995	1	7.0	d__Bacteria; p__Firmicutes_E; c__DTU015; o__UBA995	low
o__Sulfobacillales	0.42857142857142855	7.0	d__Bacteria; p__Firmicutes_E; c__Sulfobacillia; o__Sulfobacillales	low
o__Symbiobacteriales	0.6666666666666666	35.625	d__Bacteria; p__Firmicutes_E; c__Symbiobacteriia; o__Symbiobacteriales	low
o__Thermaerobacterales	0.4	7.0	d__Bacteria; p__Firmicutes_E; c__Thermaerobacteria; o__Thermaerobacterales	low
o__SLMV01	1	73.83333333333333	d__Bacteria; p__Firmicutes_E; c__SLMV01; o__SLMV01	medium
o__UBA3575	1	13.0	d__Bacteria; p__Firmicutes_E; c__UBA3569; o__UBA3575	low
o__Fimbriimonadales	0.8333333333333334	89.74603174603175	d__Bacteria; p__Armatimonadota; c__Fimbriimonadia; o__Fimbriimonadales	medium
o__HRBIN16	1	176.9090909090909	d__Bacteria; p__Armatimonadota; c__HRBIN16; o__HRBIN16	high
o__Chthonomonadales	0	57.25	d__Bacteria; p__Armatimonadota; c__Chthonomonadetes; o__Chthonomonadales	medium
o__Armatimonadales	0.5	73.47619047619048	d__Bacteria; p__Armatimonadota; c__Armatimonadia; o__Armatimonadales	medium
o__UBA5829	1	129.42857142857142	d__Bacteria; p__Armatimonadota; c__UBA5829; o__UBA5829	high
o__JAAZEB01	1	28.0	d__Bacteria; p__Armatimonadota; c__SYMT01; o__JAAZEB01	low
o__SYMT01	1	41.5	d__Bacteria; p__Armatimonadota; c__SYMT01; o__SYMT01	low
o__DTGP01	1	71.66666666666667	d__Bacteria; p__Armatimonadota; c__DTGP01; o__DTGP01	medium
o__WVXJ01	1	29.333333333333332	d__Bacteria; p__Armatimonadota; c__CAIYQO01; o__WVXJ01	low
o__HRBIN17	1	181.96428571428572	d__Bacteria; p__Armatimonadota; c__HRBIN17; o__HRBIN17	high
o__CG2-30-59-28	1	89.0	d__Bacteria; p__Armatimonadota; c__Abditibacteria; o__CG2-30-59-28	medium
o__Abditibacteriales	0.5	45.25	d__Bacteria; p__Armatimonadota; c__Abditibacteria; o__Abditibacteriales	low
o__UBA10988	1	12.0	d__Bacteria; p__Armatimonadota; c__UBA10988; o__UBA10988	low
o__UBA5377	1	132.0	d__Bacteria; p__Armatimonadota; c__UBA5377; o__UBA5377	high
o__CSP1-3	1	88.94444444444444	d__Bacteria; p__CSP1-3; c__CSP1-3; o__CSP1-3	medium
o__Baltobacterales	1	205.17391304347825	d__Bacteria; p__Eremiobacterota; c__Eremiobacteria; o__Baltobacterales	high
o__Eremiobacterales	1	149.2	d__Bacteria; p__Eremiobacterota; c__Eremiobacteria; o__Eremiobacterales	high
o__Xenobiales	1	214.5	d__Bacteria; p__Eremiobacterota; c__Xenobia; o__Xenobiales	high
o__CADAWZ01	1	644.75	d__Bacteria; p__Eremiobacterota; c__Xenobia; o__CADAWZ01	high
o__Actinomycetales	0.06581059390048154	5.08446455505279	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales	low
o__RP-AC37	0	0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__RP-AC37	low
o__Mycobacteriales	0.02925531914893617	5.484375	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales	low
o__Streptomycetales	0.001567398119122257	6.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Streptomycetales	low
o__Sporichthyales	0	14.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Sporichthyales	low
o__Streptosporangiales	0.05333333333333334	51.13636363636363	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Streptosporangiales	medium
o__Acidothermales	0.5	23.666666666666668	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Acidothermales	low
o__Propionibacteriales	0.0892018779342723	11.67588932806324	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Propionibacteriales	low
o__Jiangellales	0	3.0	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Jiangellales	low
o__Nanopelagicales	0.7741935483870968	27.773809523809526	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales	low
o__Nitriliruptorales	0.9130434782608695	55.4375	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nitriliruptorales	medium
o__Euzebyales	0.6923076923076923	51.75	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Euzebyales	medium
o__UBA4738	1	99.375	d__Bacteria; p__Actinobacteriota; c__UBA4738; o__UBA4738	medium
o__AC-67	1	90.7	d__Bacteria; p__Actinobacteriota; c__UBA4738; o__AC-67	medium
o__CADDZG01	1	44.0	d__Bacteria; p__Actinobacteriota; c__UBA4738; o__CADDZG01	low
o__Acidimicrobiales	0.9487179487179487	34.08551941238195	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales	low
o__IMCC26256	0.8571428571428571	45.470588235294116	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__IMCC26256	low
o__Actinomarinales	1	6.453712190650779	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Actinomarinales	low
o__UBA5794	1	63.91836734693877	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__UBA5794	medium
o__Solirubrobacterales	0.7105263157894737	68.75968992248062	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales	medium
o__Gaiellales	0.9722222222222222	106.70588235294117	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales	high
o__Ga0077560	1	140.77142857142857	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Ga0077560	high
o__UBA2241	1	92.8076923076923	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__UBA2241	medium
o__RBG-16-64-13	1	65.41666666666667	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__RBG-16-64-13	medium
o__BMS3ABIN01	1	14.0	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__BMS3ABIN01	low
o__Rubrobacterales	0.14285714285714285	23.333333333333332	d__Bacteria; p__Actinobacteriota; c__Rubrobacteria; o__Rubrobacterales	low
o__Coriobacteriales	0.6915167095115681	7.46758462421113	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales	low
o__WRKU01	1	37.416666666666664	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__WRKU01	low
o__OPB41	1	92.21951219512195	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__OPB41	medium
o__UBA1414	1	41.45454545454545	d__Bacteria; p__Actinobacteriota; c__UBA1414; o__UBA1414	low
o__UBA10029	1	81.4	d__Bacteria; p__Actinobacteriota; c__UBA9087; o__UBA10029	medium
o__UBA9087	1	19.6	d__Bacteria; p__Actinobacteriota; c__UBA9087; o__UBA9087	low
o__RBG-13-55-18	1	126.5	d__Bacteria; p__Actinobacteriota; c__RBG-13-55-18; o__RBG-13-55-18	high
o__Fen-727	1	106.3125	d__Bacteria; p__Actinobacteriota; c__RBG-13-55-18; o__Fen-727	high
o__Deinococcales	0.10869565217391304	32.01428571428571	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales	low
o__UBA8260	1	169.66666666666666	d__Bacteria; p__Dormibacterota; c__Dormibacteria; o__UBA8260	high
o__CF-121	1	195.4	d__Bacteria; p__Dormibacterota; c__Dormibacteria; o__CF-121	high
o__Dormibacterales	1	172.28571428571428	d__Bacteria; p__Dormibacterota; c__Dormibacteria; o__Dormibacterales	high
o__Anaerolineales	0.8947368421052632	63.22282608695652	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales	medium
o__SBR1031	0.9411764705882353	159.0	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__SBR1031	high
o__Promineofilales	0.875	70.54545454545455	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Promineofilales	medium
o__DSLN01	1	24.0	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__DSLN01	low
o__Thermoflexales	0.75	39.96774193548387	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Thermoflexales	low
o__B4-G1	1	86.37209302325581	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__B4-G1	medium
o__4572-78	1	103.72727272727273	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__4572-78	high
o__Caldilineales	0.7777777777777778	58.351351351351354	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Caldilineales	medium
o__CG2-30-64-16	1	118.0	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__CG2-30-64-16	high
o__DUEN01	1	0	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__DUEN01	low
o__UBA3071	1	56.0	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__UBA3071	medium
o__DTPP01	1	36.333333333333336	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__DTPP01	low
o__E26-bin7	1	91.91666666666667	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__E26-bin7	medium
o__SpSt-600	1	57.875	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__SpSt-600	medium
o__DRVO01	1	22.0	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__DRVO01	low
o__UBA1429	1	49.0	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__UBA1429	low
o__UBA2200	1	56.285714285714285	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__UBA2200	medium
o__SpSt-313	1	38.0	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__SpSt-313	low
o__Ardenticatenales	0	14.0	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Ardenticatenales	low
o__UCB3	1	52.5	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__UCB3	medium
o__UBA7937	1	78.66666666666667	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__UBA7937	medium
o__UBA4142	1	141.0	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__UBA4142	high
o__UBA1151	1	54.46861924686193	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__UBA1151	medium
o__SAR202	1	42.410204081632656	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__SAR202	low
