Assembly	NRP.met	NRPS	HYDROXAMATE	SALICYLATE	OHASP	OHHIS	PYOVERDINE	CATECHOL	GRAMININE	DMAQ	K	P	C	O	F	G
RS_GCF_001186155.3	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus
RS_GCF_001687585.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus
RS_GCF_001687665.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus
RS_GCF_001465835.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus
RS_GCF_001687565.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus
RS_GCF_001999905.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Indiicoccus
RS_GCF_003595195.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	K2R23-3
RS_GCF_004367585.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Paenisporosarcina
RS_GCF_008973485.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Psychrobacillus
RS_GCF_001590685.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina
RS_GCF_001753205.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina
RS_GCF_000473245.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	DSM-18226	BacillusB
RS_GCF_007995155.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	DSM-18226	Cytobacillus
RS_GCF_002243645.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	DSM-1321	Peribacillus
RS_GCF_001050115.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Domibacillaceae	Bacillus
RS_GCF_000818095.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Jeotgalibacillaceae	Jeotgalibacillus
RS_GCF_012955605.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	JC228	JC228	L13
RS_GCF_004124315.2	1	4	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
RS_GCF_001889165.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Metabacillus
RS_GCF_009720625.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Metabacillus
RS_GCF_002250055.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Sutcliffiella
RS_GCF_001634285.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus
RS_GCF_001187595.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus
RS_GCF_000011245.1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Amphibacillaceae	Oceanobacillus
RS_GCF_003352005.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Amphibacillaceae	Oceanobacillus
RS_GCF_001307805.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Amphibacillaceae	Lentibacillus
RS_GCF_002216775.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Amphibacillaceae	Virgibacillus
RS_GCF_002224365.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Amphibacillaceae	Virgibacillus
RS_GCF_000307165.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Amphibacillaceae	Amphibacillus
RS_GCF_003268595.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Amphibacillaceae	Paraliobacillus
RS_GCF_009650095.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Amphibacillaceae	Gracilibacillus
RS_GCF_007301515.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Amphibacillaceae	Radiobacillus
RS_GCF_002097535.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Halobacillaceae	Halobacillus
RS_GCF_000284515.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Halobacillaceae	Halobacillus
RS_GCF_001629705.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Fictibacillaceae	Fictibacillus
RS_GCF_006965545.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Salisediminibacteriaceae	Alkalicoccus
RS_GCF_000093085.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Salisediminibacteriaceae	Salisediminibacterium
RS_GCF_001721685.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Salisediminibacteriaceae	Salisediminibacterium
RS_GCF_000177235.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Salisediminibacteriaceae	Evansella
RS_GCF_003336365.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Marinococcaceae	Salicibibacter
RS_GCF_006740705.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Marinococcaceae	Salicibibacter
RS_GCF_001866075.3	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Bacillales	Anaerobacillaceae	Anaerobacillus
RS_GCF_000019905.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
RS_GCF_005960665.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
RS_GCF_000961095.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_012676905.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_004135365.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_003952225.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_010119935.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_010365285.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_003945345.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_000227705.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Thermobacillus
RS_GCF_004295585.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella
RS_GCF_014107495.1	0	2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella
RS_GCF_003713065.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella
RS_GCF_000758725.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_002192415.1	0	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_000758705.1	0	4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_000981585.1	0	4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_000758665.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_000756615.1	0	4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_000612505.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_000758685.1	0	2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_009363095.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_001857945.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_002741055.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_005577435.1	0	2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_001908275.1	0	6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_009363115.1	0	6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_002240415.1	1	6	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_000235585.1	0	5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_003991425.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_003931855.1	1	5	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_001685395.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_006542275.1	0	4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Saccharibacillus
RS_GCF_001421015.2	1	3	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_009363075.1	0	2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
RS_GCF_001644605.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	DY6	Paenibacillus
RS_GCF_009728935.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Paenibacillales	NBRC-103111	PaenibacillusC
RS_GCF_003856495.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Staphylospora
RS_GCF_013265585.1	0	5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	DSM-45169	Kroppenstedtia
RS_GCF_013282215.1	0	2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	DSM-45169	Kroppenstedtia
RS_GCF_002005165.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Novibacillaceae	Novibacillus
RS_GCF_000020005.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Natranaerobiia	Natranaerobiales	Natranaerobiaceae	Natranaerobius
RS_GCF_014467015.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Proteinivoracia	Proteinivoracales	Proteinivoraceae	Alkalicella
RS_GCF_000166415.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	Halanaerobium
RS_GCF_000165465.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	Halanaerobium
RS_GCF_000020485.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Halanaerobiia	Halanaerobiales	Halothermotrichaceae	Halothermothrix
RS_GCF_000328625.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Halanaerobiia	Halobacteroidales	Halobacteroidaceae	Halobacteroides
RS_GCF_000144695.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Halanaerobiia	Halobacteroidales	Acetohalobiaceae	Acetohalobium
RS_GCF_003991135.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Halanaerobiia	DY22613	DY22613	Anoxybacter
RS_GCF_001544015.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	Limnochorda
RS_GCF_000009905.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Symbiobacteriia	Symbiobacteriales	Symbiobacteriaceae	Symbiobacterium
RS_GCF_000184705.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Firmicutes	Thermaerobacteria	Thermaerobacterales	Thermaerobacteraceae	Thermaerobacter
RS_GCF_000724625.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas
RS_GCF_000025345.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Geodermatophilaceae	Geodermatophilus
RS_GCF_009834025.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Antricoccaceae	Epidermidibacterium
RS_GCF_000013345.1	0	2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Frankiaceae	Frankia
RS_GCF_000058485.1	2	2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Frankiaceae	Frankia
RS_GCF_000166135.1	1	1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Frankiaceae	Frankia
RS_GCF_000732925.1	2	7	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Amycolatopsis
RS_GCF_003312875.1	2	9	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Amycolatopsis
RS_GCF_000023865.1	1	2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Saccharomonospora
RS_GCF_002240355.1	2	3	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Saccharomonospora
RS_GCF_001302585.1	1	8	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Kibdelosporangium
RS_GCF_001701025.1	0	4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Lentzea
RS_GCF_009498035.1	2	13	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Actinosynnema
RS_GCF_000328705.1	1	9	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Actinosynnema
RS_GCF_000023245.1	2	8	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Actinosynnema
RS_GCF_002354875.1	2	5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Actinosynnema
RS_GCF_009664835.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Allosaccharopolyspora
RS_GCF_002263515.1	0	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Actinopolyspora
RS_GCF_000062885.1	2	4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Saccharopolyspora
RS_GCF_001941625.1	0	5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Actinoalloteichus
RS_GCF_002234535.1	0	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Actinoalloteichus
RS_GCF_001747425.1	1	7	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Actinoalloteichus
RS_GCF_003945385.1	0	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Pseudonocardia
RS_GCF_013155125.1	1	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Pseudonocardia
RS_GCF_010731775.1	1	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
RS_GCF_000277125.1	1	6	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
RS_GCF_010731595.1	1	5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
RS_GCF_010731655.1	1	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
RS_GCF_010730575.1	1	3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
RS_GCF_010730745.1	1	1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
RS_GCF_010730355.1	1	5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
RS_GCF_010731715.1	1	7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
RS_GCF_010727605.1	1	5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
RS_GCF_002356315.1	1	6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
RS_GCF_010730195.1	1	4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
RS_GCF_000157895.3	2	9	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
RS_GCF_900292015.1	1	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
RS_GCF_013466425.1	1	2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
RS_GCF_003614435.1	2	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
RS_GCF_010730055.1	1	1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium
