name	GC	GCA	aquatic_habitat	host_associated	size	soil_habitat	GCF
2030927.SAMN11294438.GCA_015060395.1	47.9	GCA_015060395.1	0	1	2655543	0	GB_GCA_015060395.1
2030927.SAMN16348975.GCA_017626555.1	46.1	GCA_017626555.1	0	1	3089574	0	GB_GCA_017626555.1
2030927.SAMN16348185.GCA_017555965.1	47.1	GCA_017555965.1	0	1	2564929	0	GB_GCA_017555965.1
2030927.SAMN16347946.GCA_017546585.1	48.9	GCA_017546585.1	0	1	2494267	0	GB_GCA_017546585.1
2030927.SAMN16342131.GCA_017415715.1	49.8	GCA_017415715.1	0	1	2579522	0	GB_GCA_017415715.1
2030927.SAMN11294439.GCA_015060325.1	48.2	GCA_015060325.1	0	1	2469240	0	GB_GCA_015060325.1
2030927.SAMN16343417.GCA_017442315.1	44.6	GCA_017442315.1	0	1	2803942	0	GB_GCA_017442315.1
2030927.SAMN11294440.GCA_015060335.1	46.3	GCA_015060335.1	0	1	2462667	0	GB_GCA_015060335.1
2030927.SAMN16347930.GCA_017549145.1	44.1	GCA_017549145.1	0	1	2351949	0	GB_GCA_017549145.1
194843.SAMEA7847449.GCA_905207795.1	50.3	GCA_905207795.1			2604966		GB_GCA_905207795.1
2030927.SAMN16350361.GCA_017647795.1	49.4	GCA_017647795.1	0	1	1817322	0	GB_GCA_017647795.1
2030927.SAMN16347847.GCA_017546605.1	46.6	GCA_017546605.1	0	1	1682253	0	GB_GCA_017546605.1
2030927.SAMN16345760.GCA_017504965.1	45.6	GCA_017504965.1	0	1	1947601	0	GB_GCA_017504965.1
2049048.SAMEA5278787.GCA_900771335.1	45.0	GCA_900771335.1	0	1	1892545	0	GB_GCA_900771335.1
2030927.SAMN16349994.GCA_017630155.1	44.7	GCA_017630155.1	0	1	1998754	0	GB_GCA_017630155.1
2030927.SAMN16350358.GCA_017647855.1	40.6	GCA_017647855.1	0	1	1775861	0	GB_GCA_017647855.1
538949.SAMEA4891308.GCA_900544175.1	51.3	GCA_900544175.1			2486830		GB_GCA_900544175.1
538949.SAMEA7847469.GCA_905207635.1	51.9	GCA_905207635.1			2263835		GB_GCA_905207635.1
2840733.SAMN15817077.GCA_018711925.1	52.5	GCA_018711925.1	0	1	2255976	0	GB_GCA_018711925.1
2840734.SAMN15817084.GCA_019116965.1	52.6	GCA_019116965.1	0	1	1968790	0	GB_GCA_019116965.1
538949.SAMEA5852069.GCA_902388455.1	53.7	GCA_902388455.1			2497816		GB_GCA_902388455.1
538949.SAMEA4891146.GCA_900542585.1	53.7	GCA_900542585.1			2529996		GB_GCA_900542585.1
538949.SAMEA7847294.GCA_905207695.1	55.6	GCA_905207695.1			2128463		GB_GCA_905207695.1
2013678.SAMN06767579.GCA_002842695.1	42.3	GCA_002842695.1	1	0	2409956	0	GB_GCA_002842695.1
1895922.SAMN05660543.GCA_001897515.1	41.1	GCA_001897515.1			2468842		GB_GCA_001897515.1
2013697.SAMN06767598.GCA_002842465.1	39.6	GCA_002842465.1	1	0	2393680	0	GB_GCA_002842465.1
1797333.SAMN04313840.GCA_001768435.1	39.1	GCA_001768435.1	1	0	2516444	0	GB_GCA_001768435.1
1797334.SAMN04313841.GCA_001768455.1	40.8	GCA_001768455.1	1	0	2886396	0	GB_GCA_001768455.1
2013698.SAMN06767599.GCA_002840895.1	40.4	GCA_002840895.1	1	0	2903425	0	GB_GCA_002840895.1
1400053.SAMN02641638.GCA_000473305.1	41.5	GCA_000473305.1	1	0	2657245	0	GB_GCA_000473305.1
2030927.SAMN16056124.GCA_018434395.1	37.8	GCA_018434395.1	1	0	2099653	1	GB_GCA_018434395.1
1950667.SAMN06452888.GCA_002428635.1	41.4	GCA_002428635.1	1	0	2267329	0	GB_GCA_002428635.1
1797347.SAMN04313839.GCA_001769195.1	39.8	GCA_001769195.1			3360015		GB_GCA_001769195.1
2030927.SAMN17348707.GCA_017848635.1	41.5	GCA_017848635.1	1	0	1969489	1	GB_GCA_017848635.1
2030927.SAMN10417411.GCA_003818205.1	38.0	GCA_003818205.1	0	0	5170339	1	GB_GCA_003818205.1
2030927.SAMN14539098.GCA_013141385.1	35.3	GCA_013141385.1			5547406		GB_GCA_013141385.1
2030927.SAMN15371443.GCA_013376985.1	35.3	GCA_013376985.1	1	0	5263821	0	GB_GCA_013376985.1
1950443.SAMN06452304.GCA_002345675.1	39.7	GCA_002345675.1			4173246		GB_GCA_002345675.1
2030927.SAMN16056167.GCA_018433505.1	44.1	GCA_018433505.1	1	0	3207085	1	GB_GCA_018433505.1
1950612.SAMN06457561.GCA_002408645.1	38.8	GCA_002408645.1	0	0	3286627	1	GB_GCA_002408645.1
2715279.SAMN14290646.GCA_011174675.1	43.5	GCA_011174675.1			4365425		GB_GCA_011174675.1
1950444.SAMN06457359.GCA_002345825.1	41.9	GCA_002345825.1			4117212		GB_GCA_002345825.1
2030927.SAMN17241845.GCA_016931855.1	43.7	GCA_016931855.1	1	0	4077890	1	GB_GCA_016931855.1
1898104.SAMN09287896.GCA_003246735.1	43.4	GCA_003246735.1	1	0	3265235	1	GB_GCA_003246735.1
2030927.SAMN16346547.GCA_017524185.1	50.9	GCA_017524185.1	0	1	2518875	0	GB_GCA_017524185.1
2030927.SAMN16344187.GCA_017454165.1	57.7	GCA_017454165.1	0	1	2541567	0	GB_GCA_017454165.1
2030927.SAMN12878385.GCA_008933525.1	38.2	GCA_008933525.1			3391121		GB_GCA_008933525.1
2030927.SAMN18119971.GCA_017993675.1	45.0	GCA_017993675.1	1	0	2560712	1	GB_GCA_017993675.1
2590900.SAMN11940085.GCA_013265555.1	38.3	GCA_013265555.1	1	0	3195778	1	RS_GCF_013265555.1
2030927.SAMN09639096.GCA_011045955.1	42.3	GCA_011045955.1	1	0	2765185	1	GB_GCA_011045955.1
1898104.SAMN16122916.GCA_018262915.1	40.4	GCA_018262915.1	0	0	3363778	1	GB_GCA_018262915.1
2044936.SAMN14602670.GCA_013333195.1	53.4	GCA_013333195.1			1990162		None
1702214.SAMEA8395295.GCA_905373715.1	55.7	GCA_905373715.1			2453731		GB_GCA_905373715.1
2044936.SAMEA8395279.GCA_905373665.1	51.6	GCA_905373665.1			2185308		GB_GCA_905373665.1
2044936.SAMEA8395272.GCA_905373475.1	46.6	GCA_905373475.1			2501992		GB_GCA_905373475.1
1950545.SAMN06450893.GCA_002380425.1	52.4	GCA_002380425.1			2661053		GB_GCA_002380425.1
2030927.SAMN16346591.GCA_017523725.1	56.7	GCA_017523725.1	0	1	2346645	0	GB_GCA_017523725.1
1898104.SAMN16383725.GCA_015222055.1	29.4	GCA_015222055.1	1	0	3752272	1	GB_GCA_015222055.1
2030927.SAMN13894169.GCA_012519055.1	35.7	GCA_012519055.1			2709934		GB_GCA_012519055.1
1307839.SAMN04215233.GCA_001443605.1	39.0	GCA_001443605.1	1	0	4812386	0	RS_GCF_001443605.1
2053305.SAMN07982663.GCA_002869335.1	35.0	GCA_002869335.1	0	0	4319286	1	GB_GCA_002869335.1
2053305.SAMN16348005.GCA_017557605.1	46.1	GCA_017557605.1	0	1	3095770	0	GB_GCA_017557605.1
2053305.SAMN16348318.GCA_017551905.1	47.0	GCA_017551905.1	0	1	3148198	0	GB_GCA_017551905.1
2053305.SAMN16350236.GCA_017650325.1	46.3	GCA_017650325.1	0	1	3223221	0	GB_GCA_017650325.1
2053305.SAMN16345626.GCA_017474765.1	47.2	GCA_017474765.1	0	1	3629523	0	GB_GCA_017474765.1
194843.SAMEA6151720.GCA_902790595.1	48.6	GCA_902790595.1			3338986		GB_GCA_902790595.1
2053305.SAMN16347113.GCA_017527435.1	47.8	GCA_017527435.1	0	1	3173596	0	GB_GCA_017527435.1
2053305.SAMN16350453.GCA_017645945.1	46.8	GCA_017645945.1	0	1	3668496	0	GB_GCA_017645945.1
2053305.SAMN16347996.GCA_017557785.1	47.5	GCA_017557785.1	0	1	3015898	0	GB_GCA_017557785.1
1898104.SAMN09288082.GCA_003250355.1	35.4	GCA_003250355.1	1	0	3702201	1	GB_GCA_003250355.1
2053305.SAMN17025264.GCA_016342715.1	32.8	GCA_016342715.1			5538538		GB_GCA_016342715.1
1797335.SAMN04313818.GCA_001768475.1	40.0	GCA_001768475.1	1	0	5115398	0	GB_GCA_001768475.1
2013694.SAMN06767595.GCA_002840905.1	39.8	GCA_002840905.1	1	0	4322167	0	GB_GCA_002840905.1
990.SAMN05660438.GCA_003254275.1	46.6	GCA_003254275.1	1	0	4380952	0	RS_GCF_003254275.1
2053574.SAMN17241785.GCA_016933045.1	33.8	GCA_016933045.1	1	0	3911004	1	GB_GCA_016933045.1
385682.SAMN02471207.GCA_000220155.1	39.1	GCA_000220155.1	1	0	3863529	1	None
1144273.SAMN02471584.GCA_000250735.1	41.4	GCA_000250735.1			4543205		None
2162893.SAMN08997829.GCA_003121985.1	40.8	GCA_003121985.1	0	0	5377742	1	RS_GCF_003121985.1
2021252.SAMN16091039.GCA_016278715.1	41.8	GCA_016278715.1			4954206		GB_GCA_016278715.1
1946809.SAMN06454384.GCA_002411085.1	42.2	GCA_002411085.1			3983764		GB_GCA_002411085.1
1168289.SAMN02469978.GCA_000259075.1	41.9	GCA_000259075.1	1	0	4982627	1	RS_GCF_000259075.1
989.SAMN06266999.GCA_003003035.1	42.4	GCA_003003035.1			4790522		RS_GCF_003003035.1
2030927.SAMN13893742.GCA_012728615.1	42.7	GCA_012728615.1	0	0	2948733	1	GB_GCA_012728615.1
1952211.SAMN06454755.GCA_002411385.1	43.5	GCA_002411385.1	0	0	2509904	1	GB_GCA_002411385.1
1236989.SAMD00000449.GCA_000974365.1	44.8	GCA_000974365.1			4921400		RS_GCF_000974365.1
1965019.SAMN06473345.GCA_002210225.1	48.9	GCA_002210225.1	1	0	4148783	1	RS_GCF_002210225.1
2030927.SAMN13893787.GCA_012838865.1	50.9	GCA_012838865.1			3078132		GB_GCA_012838865.1
927658.SAMN02597159.GCA_000517065.1	42.7	GCA_000517065.1	1	0	4122270	0	RS_GCF_000517065.1
889453.SAMN07200443.GCA_002201795.1	39.3	GCA_002201795.1			4775573		RS_GCF_002201795.1
682526.SAMN10864842.GCA_004345615.1	39.6	GCA_004345615.1			4472281		RS_GCF_004345615.1
2268192.SAMN12405675.GCA_013153405.1	38.5	GCA_013153405.1	1	0	3780208	0	GB_GCA_013153405.1
1849719.SAMN05001249.GCA_001660705.1	35.1	GCA_001660705.1			5879763		None
2570926.SAMN11458608.GCA_005877885.1	35.9	GCA_005877885.1	1	0	6372092	1	RS_GCF_005877885.1
1477105.SAMN05003866.GCA_001659685.1	35.4	GCA_001659685.1	1	0	6026579	1	None
869213.SAMN02597284.GCA_000517085.1	37.6	GCA_000517085.1	1	0	5982061	1	RS_GCF_000517085.1
1168039.SAMN06265379.GCA_900182605.1	41.1	GCA_900182605.1			4644534		RS_GCF_900182605.1
2053574.SAMN17025266.GCA_016342595.1	40.1	GCA_016342595.1			6761023		GB_GCA_016342595.1
1628157.SAMN18863100.GCA_018271995.1	36.4	GCA_018271995.1			6050047		RS_GCF_018271995.1
1166478.SAMN18863069.GCA_018271975.1	41.2	GCA_018271975.1			5650892		RS_GCF_018271975.1
2594476.SAMN12253520.GCA_007097485.1	38.0	GCA_007097485.1			5435563		RS_GCF_007097485.1
2800988.SAMN17215204.GCA_016612505.1	38.1	GCA_016612505.1			5649616		RS_GCF_016612505.1
1947450.SAMN06452069.GCA_002429115.1	38.7	GCA_002429115.1			4190897		GB_GCA_002429115.1
2030927.SAMEA5278627.GCA_900766825.1	49.7	GCA_900766825.1			2824109		GB_GCA_900766825.1
2030927.SAMN16341977.GCA_017417385.1	52.8	GCA_017417385.1	0	1	3599923	0	GB_GCA_017417385.1
2030927.SAMN11294393.GCA_015061285.1	43.5	GCA_015061285.1	0	1	3553838	0	GB_GCA_015061285.1
2030927.SAMN16350709.GCA_017961425.1	43.9	GCA_017961425.1	0	1	3349795	0	GB_GCA_017961425.1
2053574.SAMN16243610.GCA_016283035.1	45.7	GCA_016283035.1	0	1	3120779	0	GB_GCA_016283035.1
2030927.SAMN16350735.GCA_017960905.1	47.6	GCA_017960905.1	0	1	3111119	0	GB_GCA_017960905.1
860784.SAMEA8030390.GCA_905235955.1	42.5	GCA_905235955.1			2175419		GB_GCA_905235955.1
2748031.SAMN17242010.GCA_016928645.1	35.3	GCA_016928645.1	1	0	2272978	1	GB_GCA_016928645.1
2748031.SAMN16350412.GCA_017646805.1	35.7	GCA_017646805.1	0	1	1615784	0	GB_GCA_017646805.1
2748031.SAMN16343093.GCA_017430265.1	48.2	GCA_017430265.1	0	1	2202538	0	GB_GCA_017430265.1
1350067.SAMN12024067.GCA_014192515.1	39.9	GCA_014192515.1			3560913		RS_GCF_014192515.1
1898104.SAMN15717976.GCA_017860295.1	43.3	GCA_017860295.1	0	0	3388860	1	GB_GCA_017860295.1
681398.SAMD00049477.GCA_001618385.1	42.9	GCA_001618385.1			3664884		RS_GCF_001618385.1
1898105.SAMN12777046.GCA_009712605.1	42.5	GCA_009712605.1	1	0	3695992	0	GB_GCA_009712605.1
1898105.SAMN12581809.GCA_009781075.1	35.2	GCA_009781075.1	0	1	2483638	0	GB_GCA_009781075.1
2302939.SAMN09839578.GCA_010501035.1	39.9	GCA_010501035.1			3109745		RS_GCF_010501035.1
1658779.SAMD00051851.GCA_001653155.1	45.4	GCA_001653155.1	0	1	2840316	0	GB_GCA_001653155.1
2030927.SAMN13894287.GCA_012517575.1	37.5	GCA_012517575.1	1	0	2496637	0	GB_GCA_012517575.1
2748031.SAMN16056012.GCA_018432205.1	37.3	GCA_018432205.1	1	0	2621785	1	GB_GCA_018432205.1
1895899.SAMN05660614.GCA_001898935.1	47.1	GCA_001898935.1			4182621		GB_GCA_001898935.1
2030927.SAMN13894154.GCA_012519425.1	40.1	GCA_012519425.1			2392937		GB_GCA_012519425.1
1852808.SAMN05004131.GCA_002070265.1	38.9	GCA_002070265.1	0	0	2946271	1	GB_GCA_002070265.1
2044936.SAMN10636211.GCA_009929375.1	40.5	GCA_009929375.1	1	0	3868148	0	GB_GCA_009929375.1
2748031.SAMN17244469.GCA_016937795.1	40.7	GCA_016937795.1	1	0	3743171	0	GB_GCA_016937795.1
194843.SAMEA6947056.GCA_903912795.1	37.0	GCA_903912795.1	1	0	4660894	0	GB_GCA_903912795.1
1947025.SAMN06454541.GCA_002427615.1	38.8	GCA_002427615.1	1	0	3016762	0	GB_GCA_002427615.1
1898105.SAMN15403079.GCA_013426815.1	35.5	GCA_013426815.1	1	0	3772164	0	GB_GCA_013426815.1
194843.SAMEA6945743.GCA_903944325.1	35.0	GCA_903944325.1	1	0	6417228	0	GB_GCA_903944325.1
1898105.SAMN17492690.GCA_019163375.1	38.8	GCA_019163375.1	1	0	4657121	0	GB_GCA_019163375.1
2030927.SAMN14420182.GCA_015654525.1	38.7	GCA_015654525.1			4158782		GB_GCA_015654525.1
694427.SAMN00016731.GCA_000183135.1	38.9	GCA_000183135.1	0	0	3685504	1	RS_GCF_000183135.1
1898105.SAMN16072698.GCA_017882285.1	37.0	GCA_017882285.1	0	0	3179187	1	GB_GCA_017882285.1
194843.SAMEA6955900.GCA_903929065.1	37.6	GCA_903929065.1	1	0	3995027	0	GB_GCA_903929065.1
194843.SAMEA6955755.GCA_903901975.1	37.2	GCA_903901975.1	1	0	3972072	0	GB_GCA_903901975.1
194843.SAMEA6953917.GCA_903873355.1	37.9	GCA_903873355.1	1	0	3574952	0	GB_GCA_903873355.1
194843.SAMEA6952502.GCA_903899865.1	38.5	GCA_903899865.1	1	0	2865578	0	GB_GCA_903899865.1
1898105.SAMN09288084.GCA_003250325.1	37.1	GCA_003250325.1	1	0	3403936	1	GB_GCA_003250325.1
2044936.SAMN10636208.GCA_009929445.1	41.8	GCA_009929445.1	1	0	3831921	0	GB_GCA_009929445.1
2030927.SAMN13894219.GCA_012518275.1	38.6	GCA_012518275.1			2397942		GB_GCA_012518275.1
2049046.SAMN13893960.GCA_012523295.1	38.5	GCA_012523295.1			4000163		GB_GCA_012523295.1
2030927.SAMN13893835.GCA_012837935.1	37.8	GCA_012837935.1			2798924		GB_GCA_012837935.1
497635.SAMEA4803648.GCA_900498215.1	35.0	GCA_900498215.1	1	0	3156633	0	GB_GCA_900498215.1
2840839.SAMN15816954.GCA_017694875.1	41.7	GCA_017694875.1	0	1	2884334	0	GB_GCA_017694875.1
2748031.SAMN16350393.GCA_017647145.1	41.6	GCA_017647145.1	0	1	2000085	0	GB_GCA_017647145.1
2748031.SAMN16347110.GCA_017527495.1	41.1	GCA_017527495.1	0	1	2474669	0	GB_GCA_017527495.1
2748031.SAMN16345471.GCA_017480285.1	42.8	GCA_017480285.1	0	1	2417968	0	GB_GCA_017480285.1
1950740.SAMN06455050.GCA_002477945.1	47.3	GCA_002477945.1			2277498		GB_GCA_002477945.1
2748031.SAMN16343928.GCA_017450435.1	47.2	GCA_017450435.1	0	1	2654461	0	GB_GCA_017450435.1
2030927.SAMN11294398.GCA_015061195.1	50.7	GCA_015061195.1	0	1	2642025	0	GB_GCA_015061195.1
2748031.SAMN16927270.GCA_016297215.1	51.8	GCA_016297215.1	0	1	1916635	0	GB_GCA_016297215.1
2030927.SAMEA5278306.GCA_900766775.1	52.1	GCA_900766775.1			2335712		GB_GCA_900766775.1
194843.SAMEA4891117.GCA_900542355.1	48.3	GCA_900542355.1			2443731		GB_GCA_900542355.1
2030927.SAMEA5280196.GCA_900768325.1	47.3	GCA_900768325.1			2443186		GB_GCA_900768325.1
1950707.SAMN06452179.GCA_002452095.1	49.4	GCA_002452095.1			2505707		GB_GCA_002452095.1
2748031.SAMN16243771.GCA_016286205.1	47.6	GCA_016286205.1	0	1	2034526	0	GB_GCA_016286205.1
2748031.SAMN16343691.GCA_017448985.1	50.3	GCA_017448985.1	0	1	2361602	0	GB_GCA_017448985.1
2748031.SAMEA8030177.GCA_905233375.1	50.6	GCA_905233375.1			2232941		GB_GCA_905233375.1
194843.SAMEA6152625.GCA_902799555.1	48.6	GCA_902799555.1			2339087		GB_GCA_902799555.1
194843.SAMEA6152695.GCA_902800215.1	48.6	GCA_902800215.1			1963562		GB_GCA_902800215.1
194843.SAMEA6152950.GCA_902802855.1	48.3	GCA_902802855.1			2045891		GB_GCA_902802855.1
194843.SAMEA6152515.GCA_902798495.1	48.3	GCA_902798495.1	0	1	2073142	0	GB_GCA_902798495.1
194843.SAMEA104666355.GCA_900317345.1	49.6	GCA_900317345.1			1956806		GB_GCA_900317345.1
194843.SAMEA6150559.GCA_902778935.1	48.9	GCA_902778935.1			2183757		GB_GCA_902778935.1
194843.SAMEA104666389.GCA_900319105.1	49.1	GCA_900319105.1			2257794		GB_GCA_900319105.1
194843.SAMEA6151817.GCA_902791495.1	47.7	GCA_902791495.1			2563821		GB_GCA_902791495.1
194843.SAMEA104666387.GCA_900319035.1	48.1	GCA_900319035.1			2484868		GB_GCA_900319035.1
194843.SAMEA6150751.GCA_902780995.1	47.2	GCA_902780995.1			2277883		GB_GCA_902780995.1
194843.SAMEA6151781.GCA_902791205.1	47.4	GCA_902791205.1			2361470		GB_GCA_902791205.1
1950573.SAMN06452919.GCA_002393655.1	49.5	GCA_002393655.1			2445390		GB_GCA_002393655.1
1950448.SAMN06451794.GCA_002354055.1	49.9	GCA_002354055.1			2219438		GB_GCA_002354055.1
194843.SAMEA104666344.GCA_900316845.1	49.8	GCA_900316845.1			2337091		GB_GCA_900316845.1
1950493.SAMN06453980.GCA_002373505.1	49.2	GCA_002373505.1			2535436		GB_GCA_002373505.1
1950529.SAMN06453332.GCA_002392745.1	49.3	GCA_002392745.1	0	1	2281843	0	GB_GCA_002392745.1
194843.SAMEA6149098.GCA_902764465.1	46.0	GCA_902764465.1			2866017		GB_GCA_902764465.1
194843.SAMEA6152632.GCA_902799705.1	48.7	GCA_902799705.1			2325004		GB_GCA_902799705.1
194843.SAMEA6149499.GCA_902768395.1	50.0	GCA_902768395.1			2306614		GB_GCA_902768395.1
1950568.SAMN06452803.GCA_002394335.1	49.5	GCA_002394335.1			2164971		GB_GCA_002394335.1
194843.SAMEA6150638.GCA_902779705.1	48.7	GCA_902779705.1			1819644		GB_GCA_902779705.1
2748031.SAMN16341577.GCA_017425065.1	51.3	GCA_017425065.1	0	1	1976576	0	GB_GCA_017425065.1
2748031.SAMEA8030119.GCA_905237055.1	52.3	GCA_905237055.1			2143595		GB_GCA_905237055.1
2748031.SAMN16346401.GCA_017509715.1	52.2	GCA_017509715.1	0	1	2379847	0	GB_GCA_017509715.1
194843.SAMEA6152561.GCA_902798965.1	50.0	GCA_902798965.1			2847697		GB_GCA_902798965.1
2748031.SAMN16243717.GCA_016285115.1	49.2	GCA_016285115.1	0	1	2906071	0	GB_GCA_016285115.1
194843.SAMEA6152634.GCA_902799645.1	50.2	GCA_902799645.1			2645592		GB_GCA_902799645.1
2748031.SAMEA8030289.GCA_905234835.1	49.7	GCA_905234835.1			2675375		GB_GCA_905234835.1
2748031.SAMN16344050.GCA_017443645.1	49.1	GCA_017443645.1	0	1	2068579	0	GB_GCA_017443645.1
194843.SAMEA6151687.GCA_902790225.1	48.1	GCA_902790225.1			2237072		GB_GCA_902790225.1
2748031.SAMN16341996.GCA_017417025.1	52.4	GCA_017417025.1	0	1	2184811	0	GB_GCA_017417025.1
1950515.SAMN06451028.GCA_002372295.1	47.4	GCA_002372295.1			1964709		GB_GCA_002372295.1
2748031.SAMEA8030194.GCA_905233575.1	46.6	GCA_905233575.1	0	1	2079460	0	GB_GCA_905233575.1
194843.SAMEA6150716.GCA_902780495.1	47.1	GCA_902780495.1			2030967		GB_GCA_902780495.1
194843.SAMEA6149463.GCA_902768165.1	50.7	GCA_902768165.1			2269977		GB_GCA_902768165.1
2748031.SAMEA8030164.GCA_905233415.1	47.3	GCA_905233415.1			2052916		GB_GCA_905233415.1
2748031.SAMN16343810.GCA_017443145.1	47.9	GCA_017443145.1	0	1	1900379	0	GB_GCA_017443145.1
194843.SAMEA6149846.GCA_902771935.1	45.3	GCA_902771935.1			2056016		GB_GCA_902771935.1
194843.SAMEA6150885.GCA_902782195.1	45.1	GCA_902782195.1			2057294		GB_GCA_902782195.1
2030927.SAMN18472476.GCA_018065765.1	46.1	GCA_018065765.1	0	1	1531403	0	GB_GCA_018065765.1
2030927.SAMN18472502.GCA_018065205.1	44.2	GCA_018065205.1	0	1	1708940	0	GB_GCA_018065205.1
2030927.SAMN18472454.GCA_018066175.1	44.4	GCA_018066175.1	0	1	2054209	0	GB_GCA_018066175.1
2030927.SAMEA5279160.GCA_900767595.1	46.7	GCA_900767595.1			1751474		GB_GCA_900767595.1
2748031.SAMN16347690.GCA_017556705.1	43.8	GCA_017556705.1	0	1	1996486	0	GB_GCA_017556705.1
2748031.SAMN16347841.GCA_017546705.1	43.6	GCA_017546705.1	0	1	2105339	0	GB_GCA_017546705.1
2748031.SAMN16341253.GCA_017391525.1	42.1	GCA_017391525.1	0	1	1899818	0	GB_GCA_017391525.1
2030927.SAMN11294399.GCA_015061165.1	44.3	GCA_015061165.1	0	1	2467830	0	GB_GCA_015061165.1
2748031.SAMN16350081.GCA_017628395.1	43.2	GCA_017628395.1	0	1	2410526	0	GB_GCA_017628395.1
2748031.SAMN16347954.GCA_017558065.1	45.3	GCA_017558065.1	0	1	2435712	0	GB_GCA_017558065.1
2748031.SAMN16345549.GCA_017478225.1	40.3	GCA_017478225.1	0	1	2191219	0	GB_GCA_017478225.1
2748031.SAMEA8030457.GCA_905236355.1	45.8	GCA_905236355.1			1860313		GB_GCA_905236355.1
2748031.SAMEA8030366.GCA_905235505.1	46.4	GCA_905235505.1			2415063		GB_GCA_905235505.1
2748031.SAMN16345491.GCA_017479885.1	46.7	GCA_017479885.1	0	1	2802352	0	GB_GCA_017479885.1
1517682.SAMN03002886.GCA_000768855.1	37.6	GCA_000768855.1	0	1	2392483	0	GB_GCA_000768855.1
575590.SAMN02463821.GCA_000163695.1	43.1	GCA_000163695.1	0	1	2113539	0	GB_GCA_000163695.1
2049046.SAMEA8395123.GCA_905372135.1	43.8	GCA_905372135.1			1785798		GB_GCA_905372135.1
2748031.SAMN16347845.GCA_017559505.1	38.4	GCA_017559505.1	0	1	2339371	0	GB_GCA_017559505.1
2748031.SAMN16344582.GCA_017467185.1	37.3	GCA_017467185.1	0	1	2726709	0	GB_GCA_017467185.1
2748031.SAMN16927232.GCA_016292775.1	36.7	GCA_016292775.1	0	1	1818403	0	GB_GCA_016292775.1
1869227.SAMN18472545.GCA_018064385.1	42.5	GCA_018064385.1	0	1	1798254	0	GB_GCA_018064385.1
2748031.SAMN18120648.GCA_018057005.1	40.6	GCA_018057005.1	1	0	1705009	1	GB_GCA_018057005.1
2030927.SAMN10183630.GCA_004557405.1	49.4	GCA_004557405.1	0	1	1927438	0	GB_GCA_004557405.1
2748031.SAMN16347797.GCA_017547145.1	35.2	GCA_017547145.1	0	1	1860367	0	GB_GCA_017547145.1
2748031.SAMN16344316.GCA_017456885.1	41.4	GCA_017456885.1	0	1	1920639	0	GB_GCA_017456885.1
2748031.SAMN18119613.GCA_017986115.1	37.3	GCA_017986115.1	1	0	1668568	0	GB_GCA_017986115.1
2748031.SAMN18120775.GCA_018052975.1	35.0	GCA_018052975.1	1	0	1668136	0	GB_GCA_018052975.1
2748031.SAMN16345798.GCA_017504215.1	34.7	GCA_017504215.1	0	1	2125582	0	GB_GCA_017504215.1
2748031.SAMN16345996.GCA_017508305.1	41.7	GCA_017508305.1	0	1	1658523	0	GB_GCA_017508305.1
2748031.SAMN16341220.GCA_017391905.1	42.1	GCA_017391905.1	0	1	1609871	0	GB_GCA_017391905.1
2748031.SAMN16340757.GCA_017387515.1	41.2	GCA_017387515.1	0	1	1763192	0	GB_GCA_017387515.1
2748031.SAMN16350798.GCA_017959385.1	55.1	GCA_017959385.1	0	1	1662857	0	GB_GCA_017959385.1
2840783.SAMN15817113.GCA_017694565.1	47.4	GCA_017694565.1	0	1	1808910	0	GB_GCA_017694565.1
194843.SAMEA6152555.GCA_902798875.1	43.5	GCA_902798875.1	0	1	2300646	0	GB_GCA_902798875.1
194843.SAMEA104666335.GCA_900316125.1	44.9	GCA_900316125.1			2068327		GB_GCA_900316125.1
2748031.SAMN18120007.GCA_017995565.1	34.6	GCA_017995565.1	1	0	1758202	0	GB_GCA_017995565.1
2044936.SAMN10636158.GCA_009930305.1	34.6	GCA_009930305.1	1	0	2685231	0	GB_GCA_009930305.1
2030927.SAMN11294400.GCA_015061145.1	44.3	GCA_015061145.1	0	1	2146146	0	GB_GCA_015061145.1
2748031.SAMN16349881.GCA_017632345.1	43.5	GCA_017632345.1	0	1	2822991	0	GB_GCA_017632345.1
2748031.SAMN16348062.GCA_017557245.1	48.2	GCA_017557245.1	0	1	3246323	0	GB_GCA_017557245.1
2748031.SAMN16243755.GCA_016285885.1	48.1	GCA_016285885.1	0	1	3753442	0	GB_GCA_016285885.1
2748031.SAMN16347096.GCA_017527905.1	48.6	GCA_017527905.1	0	1	3265996	0	GB_GCA_017527905.1
2748031.SAMN16350178.GCA_017651475.1	48.4	GCA_017651475.1	0	1	3509498	0	GB_GCA_017651475.1
2748031.SAMN16348450.GCA_017550335.1	48.8	GCA_017550335.1	0	1	3474719	0	GB_GCA_017550335.1
2748031.SAMN15355149.GCA_015657285.1	35.2	GCA_015657285.1	0	1	2382034	0	GB_GCA_015657285.1
2748031.SAMN16349982.GCA_017630395.1	35.8	GCA_017630395.1	0	1	3566168	0	GB_GCA_017630395.1
2030927.SAMN11294396.GCA_015061185.1	36.3	GCA_015061185.1	0	1	2897178	0	GB_GCA_015061185.1
2748031.SAMN16345631.GCA_017477985.1	39.0	GCA_017477985.1	0	1	3465794	0	GB_GCA_017477985.1
